MESOZONE,1_constr,2_eduhlth,3_finance,4_public,5_info,6_ret_leis,7_manu,8_other,9_profbus,10_ttu,total_jobs,total_households,rank11,rank21,rank22,rank23,rank3133,rank42,rank4445,rank4849,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,COUNTY,lehd_total,diff
250092531002,32,97,85,2,8,109,22,25,56,34,470,443,,,,5.0,,14.0,25.0,21.0,,14.0,,26.0,6.0,9.0,,62.0,,,,,25009.0,182.0,288.0
250092531003,27,202,15,4,30,60,17,27,46,17,445,511,,,,16.0,,,,,32.0,,,,,2.0,154.0,27.0,,,5.0,,25009.0,236.0,209.0
250092531004,238,272,181,147,33,145,20,170,464,36,1706,916,,,,7.0,3.0,,59.0,,11.0,67.0,1.0,3.0,,6.0,32.0,34.0,53.0,63.0,41.0,92.0,25009.0,472.0,1234.0
250092531005,52,43,16,0,9,42,31,12,48,9,262,363,,,,38.0,8.0,,16.0,9.0,,1.0,7.0,11.0,,105.0,33.0,67.0,,13.0,21.0,,25009.0,329.0,-67.0
250092532011,143,1438,152,79,56,770,410,89,965,378,4480,1251,,,62.0,200.0,344.0,123.0,17.0,89.0,78.0,98.0,115.0,403.0,82.0,598.0,843.0,570.0,33.0,338.0,101.0,9.0,25009.0,4103.0,377.0
250092532012,19,286,41,41,21,86,6,59,26,94,679,433,,,,15.0,,,18.0,,4.0,9.0,,,,12.0,,60.0,28.0,58.0,42.0,89.0,25009.0,335.0,344.0
250092532021,9,67,5,4,1,25,9,68,107,7,302,286,,,,8.0,,,13.0,,,6.0,2.0,117.0,,13.0,,,,50.0,7.0,,25009.0,216.0,86.0
250092532022,22,1284,74,1,21,135,5,9,131,9,1691,1193,,,,2.0,,,29.0,,,28.0,15.0,34.0,,27.0,16.0,149.0,15.0,85.0,13.0,,25009.0,413.0,1278.0
250092532023,24,95,3,3,12,402,12,22,21,26,620,521,,,,2.0,,,681.0,,1.0,4.0,,1.0,,89.0,1.0,4.0,,11.0,12.0,10.0,25009.0,816.0,-196.0
250092532024,39,338,77,2,257,223,25,50,1252,11,2274,1102,,,,16.0,,16.0,217.0,,349.0,58.0,6.0,11.0,31.0,38.0,19.0,369.0,26.0,328.0,56.0,,25009.0,1540.0,734.0
250092532031,3,49,1,7,5,63,59,12,25,0,224,341,,,,1.0,,1.0,41.0,,,,,9.0,,28.0,24.0,28.0,,,14.0,,25009.0,146.0,78.0
250092532032,20,93,57,4,7,42,7,6,161,1,398,756,,,,29.0,4.0,5.0,,,3.0,21.0,4.0,84.0,9.0,,6.0,129.0,,2.0,10.0,,25009.0,306.0,92.0
250092532033,54,398,107,44,49,203,140,69,111,62,1237,758,,,,8.0,88.0,22.0,173.0,,,25.0,2.0,61.0,,17.0,120.0,385.0,34.0,141.0,82.0,,25009.0,1158.0,79.0
250092532041,17,140,5,10,19,49,116,14,52,15,437,622,,,,,,1.0,,,10.0,,,13.0,,,4.0,144.0,,,,23.0,25009.0,195.0,242.0
250092532042,45,176,26,9,44,99,110,68,225,22,824,1768,,,,40.0,31.0,30.0,32.0,,1.0,17.0,38.0,119.0,,61.0,19.0,108.0,2.0,23.0,46.0,,25009.0,567.0,257.0
250092532043,77,152,55,4,30,220,1101,11,249,443,2342,551,5.0,,365.0,197.0,836.0,198.0,123.0,41.0,4.0,28.0,13.0,159.0,2.0,41.0,21.0,540.0,24.0,28.0,86.0,,25009.0,2711.0,-369.0
250092532051,13,25,15,3,31,75,47,29,87,4,329,898,,,,21.0,,6.0,7.0,,,,3.0,60.0,,2.0,,3.0,5.0,,5.0,,25009.0,112.0,217.0
250092532052,13,3,0,0,15,23,17,8,27,5,111,630,,,,7.0,,1.0,,,,,1.0,7.0,,,21.0,1.0,2.0,,4.0,,25009.0,44.0,67.0
250092541001,30,270,9,5,3,30,12,15,19,13,406,706,,,,,,4.0,,11.0,,,2.0,,,,2.0,3.0,,,237.0,,25009.0,259.0,147.0
250092541002,56,166,23,1,2,196,16,30,46,7,543,703,,,,,,2.0,197.0,,14.0,171.0,11.0,,,1.0,,49.0,17.0,117.0,15.0,,25009.0,594.0,-51.0
250092541003,87,223,12,2,4,285,35,49,27,10,734,880,,,,24.0,2.0,14.0,,2.0,32.0,2.0,4.0,13.0,,1.0,1.0,46.0,112.0,,26.0,2.0,25009.0,281.0,453.0
250092541004,15,124,8,2,7,41,18,17,101,8,341,416,,,,18.0,,,6.0,,,13.0,,14.0,,3.0,,14.0,,22.0,,,25009.0,90.0,251.0
250092541005,116,628,203,3,36,1719,225,28,613,94,3665,471,,,,13.0,416.0,239.0,75.0,,157.0,332.0,8.0,1051.0,115.0,193.0,4.0,230.0,,29.0,16.0,,25009.0,2878.0,787.0
250092542001,63,330,19,61,17,45,11,18,41,51,656,795,,,,1.0,,6.0,,,2.0,3.0,1.0,21.0,,21.0,1843.0,178.0,12.0,89.0,4.0,92.0,25009.0,2273.0,-1617.0
250092542002,124,436,192,7,30,257,42,27,234,53,1402,593,,,,12.0,13.0,6.0,185.0,3.0,107.0,75.0,134.0,216.0,,25.0,9.0,105.0,37.0,282.0,123.0,,25009.0,1332.0,70.0
250092542003,162,661,229,45,8,266,51,56,294,138,1910,730,,,,15.0,25.0,5.0,307.0,20.0,5.0,195.0,4.0,256.0,,190.0,17.0,119.0,39.0,112.0,83.0,150.0,25009.0,1542.0,368.0
250092543011,153,1160,12,17,43,99,378,43,172,28,2105,921,,,,7.0,4.0,21.0,31.0,,,11.0,1.0,33.0,,,756.0,273.0,2.0,160.0,1.0,,25009.0,1300.0,805.0
250092543012,98,75,10,11,33,41,1274,31,228,1053,2854,664,,,,223.0,441.0,1452.0,1.0,,126.0,,3.0,1143.0,258.0,253.0,,2.0,,51.0,53.0,,25009.0,4006.0,-1152.0
250092543021,42,108,7,12,39,62,71,24,86,7,458,1188,,,,3.0,,,,1.0,,1.0,1.0,15.0,,14.0,2.0,7.0,,,10.0,,25009.0,54.0,404.0
250092543022,17,98,4,6,12,40,212,21,23,10,443,448,,,,,,,4.0,,,,,4.0,,,54.0,78.0,,,3.0,,25009.0,143.0,300.0
250092543023,9,12,7,4,6,106,137,14,34,6,335,540,,,,,,1.0,,,,,,5.0,,,,,18.0,33.0,,39.0,25009.0,96.0,239.0
250092544011,117,368,19,8,26,100,378,40,205,19,1280,1733,,,,18.0,,12.0,11.0,3.0,18.0,,5.0,61.0,,7.0,,96.0,,8.0,12.0,39.0,25009.0,290.0,990.0
250092544021,64,174,234,9,121,203,1112,17,602,304,2840,704,,,,24.0,2160.0,258.0,4.0,,245.0,658.0,37.0,996.0,3022.0,286.0,,31.0,3.0,341.0,7.0,,25009.0,8072.0,-5232.0
250092544022,14,149,4,1,27,35,106,26,48,8,418,1071,,,,1.0,8.0,1.0,,,11.0,,3.0,15.0,,,359.0,23.0,,,16.0,,25009.0,437.0,-19.0
250092544023,43,84,12,5,30,86,2062,72,322,48,2764,870,12.0,,,99.0,6481.0,211.0,9.0,,21.0,1.0,156.0,353.0,,6.0,83.0,160.0,1.0,59.0,3.0,,25009.0,7655.0,-4891.0
250092544024,141,362,233,3,22,256,906,154,3343,28,5448,817,,,,,75.0,43.0,293.0,15.0,124.0,328.0,,764.0,4.0,1431.0,316.0,781.0,,215.0,2.0,,25009.0,4391.0,1057.0
250092544031,56,228,57,6,35,124,554,28,517,29,1634,1107,,,,50.0,84.0,18.0,3.0,,,21.0,13.0,35.0,,39.0,,197.0,7.0,12.0,8.0,1775.0,25009.0,2262.0,-628.0
250092544032,66,2,2,1,21,19,491,21,57,6,686,523,,,,71.0,20.0,8.0,3.0,1.0,,,,5.0,,22.0,,2.0,,3.0,33.0,,25009.0,168.0,518.0
250092601001,16,410,14,1,4,60,2,26,37,7,577,738,,,,,,,10.0,,,4.0,17.0,13.0,,2.0,,308.0,,45.0,9.0,,25009.0,408.0,169.0
250092601002,45,891,164,127,19,120,20,67,134,120,1707,991,,,,4.0,,12.0,40.0,14.0,30.0,200.0,22.0,70.0,2.0,47.0,16.0,539.0,9.0,62.0,200.0,13.0,25009.0,1280.0,427.0
250092601003,215,683,50,15,20,181,83,72,353,39,1711,1008,,,,298.0,94.0,89.0,32.0,24.0,7.0,6.0,6.0,150.0,,17.0,,173.0,14.0,214.0,117.0,21.0,25009.0,1262.0,449.0
250092602001,10,193,30,1,3,57,3,22,104,4,427,751,,,,56.0,3.0,,62.0,,,16.0,3.0,26.0,,9.0,,159.0,,30.0,3.0,,25009.0,367.0,60.0
250092602002,19,699,35,136,24,109,2,14,70,33,1141,1073,,,3.0,,,,166.0,,28.0,15.0,,36.0,,3.0,,578.0,39.0,1.0,14.0,266.0,25009.0,1149.0,-8.0
250092603011,31,408,13,6,17,59,13,13,132,27,719,978,1.0,,,2.0,,6.0,5.0,,,,5.0,11.0,,,3.0,56.0,,,18.0,23.0,25009.0,130.0,589.0
250092603012,20,732,7,3,11,49,2,19,76,14,933,980,,,,12.0,,,4.0,,,1.0,,,,1.0,,207.0,,,,,25009.0,225.0,708.0
250092603013,31,107,15,3,5,206,24,19,59,8,477,611,,,,6.0,,6.0,304.0,,,24.0,,41.0,1.0,,,478.0,,59.0,17.0,,25009.0,936.0,-459.0
250092603021,52,84,6,2,8,43,8,13,66,18,300,496,3.0,,,24.0,,,21.0,,,,,,,2.0,,1.0,,16.0,2.0,,25009.0,69.0,231.0
250092603022,37,1201,15,20,18,97,11,32,163,42,1636,1145,,,,6.0,,,4.0,,,,,9.0,,8.0,806.0,297.0,71.0,50.0,5.0,,25009.0,1256.0,380.0
250092604011,8,74,3,2,15,208,3,11,25,11,360,342,,,,8.0,,1.0,15.0,,,,,1.0,,,,5.0,,275.0,5.0,,25009.0,310.0,50.0
250092604012,142,177,11,2,5,113,121,18,72,18,679,605,,,,163.0,128.0,60.0,1.0,,,6.0,4.0,13.0,3.0,37.0,,39.0,,107.0,31.0,,25009.0,592.0,87.0
250092604013,12,155,12,1,2,108,135,25,54,19,523,445,,,,,142.0,148.0,,,,3.0,8.0,9.0,,1.0,,1.0,,92.0,6.0,,25009.0,410.0,113.0
250092604014,2,64,3,0,0,70,0,3,12,30,184,678,,,2.0,,,,,1.0,,,,,,1.0,,11.0,46.0,,5.0,,25009.0,66.0,118.0
250092604021,27,99,23,1,4,35,13,18,71,23,314,1391,,,,15.0,31.0,9.0,56.0,4.0,6.0,,4.0,7.0,,,2.0,67.0,,,17.0,,25009.0,218.0,96.0
250092604022,42,213,14,5,16,265,336,21,185,79,1176,1444,,,,29.0,832.0,47.0,146.0,37.0,,,6.0,5.0,,29.0,2.0,37.0,6.0,31.0,5.0,,25009.0,1212.0,-36.0
250092604023,9,62,3,1,2,65,7,11,43,9,212,457,,,,9.0,5.0,1.0,,5.0,,,2.0,,,8.0,,8.0,,47.0,,,25009.0,85.0,127.0
250092605001,21,193,3,0,11,37,8,10,51,11,345,754,,,,1.0,,,,,16.0,,2.0,,,2.0,,32.0,,,,,25009.0,53.0,292.0
250092605002,20,89,6,2,6,16,4,4,30,11,188,576,,,,10.0,,,,2.0,,,,4.0,,,2.0,7.0,,,13.0,116.0,25009.0,154.0,34.0
250092605003,12,300,1,4,4,52,2,4,42,10,431,302,,,,8.0,,,,,,,,1.0,,31.0,,239.0,,42.0,,,25009.0,321.0,110.0
250092606001,70,96,26,26,6,36,2,32,43,11,348,668,,,,98.0,,,4.0,,,4.0,4.0,1.0,,,,22.0,,25.0,19.0,,25009.0,177.0,171.0
250092606002,29,172,8,3,13,19,5,44,36,10,339,569,,,,11.0,,,8.0,2.0,,,,21.0,,,,18.0,,,,,25009.0,60.0,279.0
250092606003,35,95,13,1,2,20,125,5,56,4,356,513,,,,40.0,278.0,12.0,5.0,,,1.0,,10.0,,7.0,,9.0,,,,,25009.0,362.0,-6.0
250092607001,40,291,11,1,10,106,61,26,67,54,667,1155,,,,,40.0,,26.0,1.0,3.0,3.0,7.0,,,,,38.0,,26.0,38.0,,25009.0,182.0,485.0
250092607002,27,493,16,3,7,58,5,5,50,20,684,1185,,,,26.0,,,,,,1.0,,2.0,,3.0,,205.0,11.0,,,1.0,25009.0,249.0,435.0
250092608001,27,576,12,3,5,33,108,12,36,9,821,1028,,,,8.0,190.0,,31.0,,,,,,,1.0,,43.0,,1.0,,,25009.0,274.0,547.0
250092608002,68,670,20,0,7,92,33,41,35,33,999,1053,,,,85.0,44.0,4.0,38.0,,,,7.0,,2.0,,,28.0,,71.0,13.0,,25009.0,292.0,707.0
250092609001,15,63,0,1,5,17,18,1,17,3,140,347,,,,6.0,,,468.0,,,,,2.0,,,,14.0,,,4.0,,25009.0,494.0,-354.0
250092609002,12,303,2,1,5,23,31,3,20,7,407,504,,,,,,,,1.0,,,,,,,,12.0,,,,,25009.0,13.0,394.0
250092609003,14,198,6,1,6,72,54,5,47,22,425,495,,,,,75.0,,92.0,,,,,,,,,14.0,,8.0,5.0,,25009.0,194.0,231.0
250092609004,14,174,14,3,41,368,10,12,53,19,708,1140,,,,3.0,,,239.0,,57.0,11.0,11.0,,,,4.0,28.0,,279.0,55.0,,25009.0,687.0,21.0
250092610001,40,155,10,41,1,49,21,31,42,42,432,664,,,,2.0,25.0,,42.0,51.0,,18.0,,1.0,,14.0,,43.0,86.0,19.0,12.0,92.0,25009.0,405.0,27.0
250092610002,51,311,39,0,7,96,17,65,91,13,690,888,,,,37.0,2.0,3.0,15.0,,,23.0,6.0,34.0,,,,43.0,,146.0,6.0,,25009.0,315.0,375.0
250092610003,26,204,4,1,2,61,16,13,58,76,461,761,,,,8.0,,,31.0,141.0,,2.0,13.0,3.0,,,,11.0,19.0,63.0,3.0,4.0,25009.0,298.0,163.0
250092611011,27,139,5,5,29,45,11,19,103,20,403,763,,,,26.0,,9.0,,1.0,,,,1.0,,50.0,,4.0,26.0,3.0,1.0,,25009.0,121.0,282.0
250092611012,26,106,10,1,13,20,7,27,56,9,275,534,,,,41.0,,,2.0,,,,,,,2.0,68.0,28.0,,2.0,1.0,,25009.0,144.0,131.0
250092611013,23,74,11,5,13,96,6,6,49,13,296,794,,,,49.0,,3.0,3.0,,,,,74.0,,4.0,,10.0,4.0,11.0,9.0,,25009.0,167.0,129.0
250092611021,56,193,19,5,19,135,727,6,232,113,1505,543,,,,138.0,1192.0,216.0,327.0,10.0,1.0,,62.0,64.0,5.0,107.0,62.0,493.0,16.0,73.0,145.0,,25009.0,2911.0,-1406.0
250092611022,71,109,2,2,5,151,449,10,122,181,1102,736,,,,50.0,383.0,397.0,124.0,114.0,93.0,,115.0,49.0,,94.0,,15.0,4.0,3.0,15.0,,25009.0,1456.0,-354.0
250092611023,19,135,31,3,5,220,8,12,53,21,507,1479,,,,4.0,,,5.0,,,11.0,19.0,4.0,,1.0,,8.0,79.0,29.0,1.0,,25009.0,161.0,346.0
250092621001,17,44,16,4,10,19,7,15,23,2,157,470,,,,17.0,4.0,,,,2.0,11.0,,4.0,,9.0,46.0,30.0,6.0,,3.0,,25009.0,132.0,25.0
250092621002,30,56,27,85,22,78,58,46,41,36,479,1805,,,30.0,40.0,69.0,,19.0,8.0,8.0,8.0,1.0,9.0,,1.0,65.0,67.0,2.0,48.0,29.0,62.0,25009.0,466.0,13.0
250092621003,8,14,0,23,2,31,24,11,12,7,132,1095,2.0,,,14.0,,8.0,16.0,3.0,3.0,,21.0,9.0,,13.0,,127.0,,7.0,,,25009.0,223.0,-91.0
250092631001,11,39,2,29,1,6,33,14,18,4,157,810,7.0,,,33.0,,1.0,2.0,,16.0,,1.0,3.0,1.0,33.0,77.0,116.0,,,6.0,45.0,25009.0,341.0,-184.0
250092631002,6,20,3,1,1,6,13,10,6,3,69,520,,,,4.0,,1.0,,,,,,4.0,,2.0,,36.0,,,8.0,,25009.0,55.0,14.0
250092631003,6,352,4,2,7,17,2,6,10,7,413,819,1.0,,,5.0,,2.0,24.0,,,11.0,3.0,21.0,,3.0,291.0,8.0,,15.0,3.0,,25009.0,387.0,26.0
250092641001,23,27,15,7,39,59,16,16,34,13,249,799,,,11.0,15.0,4.0,,5.0,,6.0,10.0,4.0,2.0,,4.0,,13.0,1.0,20.0,6.0,61.0,25009.0,162.0,87.0
250092641002,31,103,13,16,19,51,5,18,65,24,345,887,4.0,,,66.0,486.0,2.0,29.0,3.0,1.0,,,6.0,2.0,4.0,123.0,19.0,,28.0,8.0,,25009.0,781.0,-436.0
250092641003,51,56,5,68,34,95,61,4,96,28,498,1308,,,,61.0,31.0,54.0,28.0,9.0,,3.0,9.0,26.0,,,,20.0,12.0,13.0,17.0,5.0,25009.0,288.0,210.0
250092651011,18,32,26,3,2,80,4,13,40,6,224,459,,,,13.0,9.0,,3.0,34.0,5.0,,,9.0,,1.0,2.0,15.0,,43.0,3.0,6.0,25009.0,143.0,81.0
250092651012,32,124,40,5,17,187,159,26,76,29,695,514,,,11.0,32.0,19.0,,147.0,,4.0,76.0,1.0,3.0,,,311.0,47.0,,52.0,18.0,126.0,25009.0,847.0,-152.0
250092651013,11,10,4,7,3,28,0,20,16,3,102,421,,,,5.0,,,,,,,,2.0,,,,2.0,,16.0,1.0,,25009.0,26.0,76.0
250092651014,26,158,6,57,9,46,8,52,22,9,393,535,60.0,,,19.0,,2.0,19.0,,,,,3.0,,,1.0,96.0,9.0,40.0,13.0,,25009.0,262.0,131.0
250092651021,20,11,4,1,2,29,5,15,52,4,143,724,,,,14.0,,1.0,4.0,3.0,,,6.0,,,,1.0,,,,,,25009.0,29.0,114.0
250092651022,231,253,22,39,43,88,540,33,288,50,1587,1967,,,,481.0,316.0,28.0,,3.0,11.0,1.0,7.0,24.0,,512.0,1.0,45.0,7.0,15.0,9.0,,25009.0,1460.0,127.0
250092661001,5,31,4,2,7,53,21,4,36,9,172,429,,,,,,3.0,,,,,,,,,,5.0,,8.0,,,25009.0,16.0,156.0
250092661002,110,78,17,39,5,97,92,45,149,245,877,462,,,,42.0,188.0,11.0,17.0,,1.0,,,47.0,,,,1.0,22.0,20.0,9.0,,25009.0,358.0,519.0
250092661003,41,115,7,3,3,40,23,5,23,51,311,398,,,,28.0,63.0,74.0,15.0,,,10.0,,1.0,,3.0,,39.0,10.0,,2.0,,25009.0,245.0,66.0
250092661004,24,132,16,0,2,37,47,6,59,50,373,625,,,21.0,35.0,14.0,42.0,13.0,2.0,,,,63.0,,8.0,3.0,194.0,15.0,15.0,16.0,,25009.0,441.0,-68.0
250092661005,20,72,23,39,11,51,1,15,20,7,259,400,,,,4.0,,,6.0,2.0,21.0,21.0,4.0,,,,459.0,42.0,3.0,39.0,21.0,194.0,25009.0,816.0,-557.0
250092662001,20,193,11,6,1,26,2,4,54,4,321,1017,,,,,2.0,,,,,,6.0,2.0,,11.0,,103.0,,,8.0,,25009.0,132.0,189.0
250092662002,23,209,34,21,8,117,15,3,108,21,559,916,,,,60.0,19.0,,43.0,,,5.0,9.0,26.0,24.0,6.0,,28.0,,73.0,8.0,,25009.0,301.0,258.0
250092662003,14,93,2,2,5,33,1,5,22,8,185,682,1.0,,,23.0,19.0,,5.0,,,,,10.0,,1.0,,14.0,,4.0,1.0,,25009.0,78.0,107.0
250092663001,27,322,13,5,7,355,26,15,135,25,930,579,,,,23.0,35.0,,178.0,,,2.0,,26.0,,16.0,,22.0,,113.0,18.0,,25009.0,433.0,497.0
250092663002,29,320,20,2,5,131,16,32,51,16,622,726,,,,37.0,22.0,1.0,77.0,,,10.0,1.0,11.0,5.0,18.0,6.0,153.0,1.0,23.0,39.0,,25009.0,404.0,218.0
250092663003,36,257,22,10,3,124,78,31,375,89,1025,1196,,,,92.0,72.0,54.0,31.0,3.0,3.0,5.0,7.0,140.0,1.0,11.0,29.0,86.0,2.0,73.0,50.0,10.0,25009.0,669.0,356.0
250092664001,34,56,14,1,1,45,34,21,59,4,269,488,8.0,,,31.0,9.0,2.0,3.0,,,7.0,1.0,16.0,,5.0,,14.0,,65.0,2.0,,25009.0,163.0,106.0
250092664002,52,52,2,0,2,38,9,4,346,17,522,334,28.0,,,69.0,367.0,3.0,,14.0,,,,76.0,8.0,40.0,25.0,12.0,2.0,,6.0,,25009.0,650.0,-128.0
250092664003,21,40,32,4,2,23,12,5,64,7,210,502,,,,26.0,10.0,3.0,6.0,,,68.0,2.0,45.0,,4.0,,1.0,1.0,10.0,,,25009.0,176.0,34.0
250092664004,2,50,6,3,6,13,4,6,22,1,113,408,,,,4.0,,,3.0,,,,,,,,2.0,7.0,,,,,25009.0,16.0,97.0
250092671011,4,67,9,15,0,142,3,9,1,4,254,539,,,,5.0,11.0,,,,,,,,,,,,7.0,12.0,,44.0,25009.0,79.0,175.0
250092671012,4,56,5,0,0,196,0,1,20,4,286,797,,,,10.0,,5.0,8.0,,,,,6.0,,4.0,,,21.0,170.0,,,25009.0,224.0,62.0
250092671013,20,83,3,13,0,184,2,18,20,11,354,898,11.0,,2.0,8.0,,,26.0,4.0,7.0,,8.0,8.0,,2.0,,26.0,11.0,154.0,,120.0,25009.0,387.0,-33.0
250092671021,50,120,18,29,6,147,18,75,113,41,617,703,1.0,,,71.0,,,83.0,38.0,7.0,12.0,1.0,38.0,,60.0,11.0,65.0,13.0,59.0,64.0,45.0,25009.0,568.0,49.0
250092671022,53,141,8,4,7,57,47,21,48,33,420,746,,,,50.0,4.0,26.0,14.0,29.0,,,39.0,,,12.0,86.0,16.0,,36.0,,,25009.0,312.0,108.0
250092671023,246,293,42,9,14,360,350,63,73,109,1559,717,2.0,,1.0,539.0,452.0,47.0,181.0,,30.0,8.0,41.0,9.0,,21.0,6.0,59.0,169.0,235.0,52.0,6.0,25009.0,1858.0,-299.0
250092671024,8,63,4,2,3,58,2,13,25,7,185,401,4.0,,,6.0,19.0,,24.0,,,,,,,,,2.0,,,3.0,,25009.0,58.0,127.0
250092681001,0,3,1,0,1,11,63,1,7,1,88,315,,,,,,4.0,,,,1.0,,,,,,1.0,1.0,,3.0,,25009.0,10.0,78.0
250092681002,18,26,5,7,6,27,25,48,22,11,195,738,,,,8.0,155.0,6.0,,,7.0,,,,,,,42.0,8.0,,3.0,5.0,25009.0,234.0,-39.0
250092682001,9,96,9,1,1,25,0,12,55,8,216,565,,,,9.0,,3.0,,,,6.0,,9.0,,12.0,,52.0,,,6.0,,25009.0,97.0,119.0
250092682002,10,85,55,3,0,50,290,11,98,15,617,502,,,,2.0,104.0,3.0,42.0,,1.0,,2.0,212.0,,,1.0,69.0,12.0,11.0,9.0,,25009.0,468.0,149.0
250092682003,12,69,28,2,2,75,8,10,42,26,274,905,,,,,,3.0,9.0,10.0,,25.0,,,,,3.0,16.0,,14.0,12.0,,25009.0,92.0,182.0
250092682004,119,1815,17,7,27,504,980,46,584,420,4519,1095,,,,214.0,1216.0,114.0,501.0,66.0,11.0,22.0,15.0,95.0,171.0,38.0,50.0,2132.0,32.0,129.0,104.0,,25009.0,4910.0,-391.0
250092683001,75,569,296,94,58,575,86,75,744,149,2721,832,,,,6.0,28.0,71.0,172.0,1.0,61.0,150.0,41.0,298.0,71.0,30.0,9.0,184.0,37.0,958.0,213.0,247.0,25009.0,2577.0,144.0
250092683002,11,115,6,2,2,159,17,16,52,10,390,721,,,,13.0,,2.0,37.0,,7.0,5.0,3.0,16.0,,3.0,,11.0,1.0,38.0,9.0,,25009.0,145.0,245.0
250092683003,133,385,11,0,5,55,394,4,54,27,1068,503,,,,107.0,558.0,144.0,12.0,,22.0,22.0,6.0,40.0,,8.0,368.0,30.0,59.0,,13.0,,25009.0,1389.0,-321.0
250092683004,46,275,19,47,9,64,120,22,80,25,707,398,,,,2.0,10.0,5.0,52.0,,,,,46.0,,9.0,1.0,92.0,,5.0,26.0,66.0,25009.0,314.0,393.0
250092684001,10,125,6,3,4,36,41,2,50,11,288,384,,,,34.0,,8.0,3.0,,4.0,,,3.0,,,,1.0,,20.0,1.0,16.0,25009.0,90.0,198.0
250092684002,19,70,4,25,14,42,3,11,30,11,229,517,,,,3.0,,2.0,,,,,,2.0,,5.0,,1.0,,32.0,7.0,,25009.0,52.0,177.0
250092684003,13,81,10,16,8,88,8,9,95,6,334,585,,,,6.0,,46.0,92.0,,10.0,,26.0,162.0,,45.0,16.0,4.0,11.0,71.0,16.0,,25009.0,505.0,-171.0
250092684004,23,107,13,1,5,65,19,21,53,15,322,703,,,,15.0,,8.0,30.0,,3.0,7.0,10.0,5.0,,27.0,,98.0,1.0,43.0,47.0,,25009.0,294.0,28.0
250092691001,8,35,8,2,1,77,17,20,23,3,194,531,,,,16.0,,,11.0,,,,,2.0,,,4.0,,,30.0,6.0,,25009.0,69.0,125.0
250092691002,21,34,22,37,3,63,9,23,37,9,258,581,,,,11.0,2.0,,7.0,,1.0,9.0,2.0,,,,,8.0,10.0,,2.0,50.0,25009.0,102.0,156.0
250092691003,67,98,9,5,5,43,58,13,53,16,367,656,3.0,,,10.0,,3.0,99.0,,,3.0,,4.0,,15.0,115.0,1.0,1.0,,1.0,,25009.0,255.0,112.0
250092691004,57,161,33,32,23,252,115,28,154,114,969,1725,5.0,,5.0,26.0,24.0,22.0,288.0,133.0,11.0,,2.0,50.0,,33.0,7.0,22.0,,6.0,33.0,26.0,25009.0,693.0,276.0
250092691005,15,306,2,1,5,45,25,11,26,13,449,447,,,,8.0,,,,,,,5.0,1.0,,,380.0,,13.0,,1.0,,25009.0,408.0,41.0
250092701001,75,330,22,40,30,169,29,26,100,45,866,1736,3.0,,16.0,128.0,81.0,39.0,38.0,24.0,11.0,13.0,,12.0,2.0,81.0,131.0,118.0,,21.0,21.0,34.0,25009.0,773.0,93.0
250092701002,112,174,37,17,14,659,200,53,306,139,1711,1723,9.0,,,407.0,205.0,183.0,498.0,78.0,5.0,27.0,18.0,96.0,,125.0,11.0,96.0,6.0,234.0,108.0,29.0,25009.0,2135.0,-424.0
250110401001,40,82,0,30,8,95,2,17,16,9,299,449,,,3.0,54.0,,1.0,37.0,,1.0,,,,,29.0,69.0,6.0,43.0,41.0,6.0,52.0,25011.0,342.0,-43.0
250110401002,20,32,1,32,5,3,25,19,20,4,161,489,,,,16.0,70.0,,1.0,10.0,,,,,,,3.0,14.0,,,6.0,22.0,25011.0,142.0,19.0
250110401003,11,52,0,33,5,16,9,3,17,5,151,382,15.0,,,5.0,8.0,,,,,,,,,10.0,43.0,16.0,,,4.0,21.0,25011.0,122.0,29.0
250110401004,11,30,1,0,0,12,0,2,0,12,68,316,10.0,,,7.0,,,,,,,3.0,1.0,,,53.0,14.0,111.0,1.0,1.0,10.0,25011.0,211.0,-143.0
250110402001,12,45,3,42,6,66,12,6,13,5,210,613,1.0,,6.0,9.0,221.0,5.0,15.0,,,,1.0,,,1.0,85.0,8.0,,93.0,1.0,37.0,25011.0,483.0,-273.0
250110402002,12,31,0,5,0,11,2,7,8,14,90,345,2.0,,,31.0,,38.0,11.0,,,,,,,,8.0,4.0,16.0,16.0,7.0,,25011.0,133.0,-43.0
250110402003,22,150,1,31,4,24,2,14,25,31,304,457,1.0,,,53.0,,19.0,23.0,116.0,,,1.0,12.0,,,381.0,18.0,,27.0,9.0,19.0,25011.0,679.0,-375.0
250110403001,36,211,3,22,4,49,8,35,36,22,426,483,1.0,,,19.0,17.0,52.0,9.0,11.0,4.0,4.0,,12.0,,20.0,182.0,8.0,,,3.0,,25011.0,342.0,84.0
250110403002,19,52,3,42,0,40,20,11,31,87,305,551,5.0,,11.0,7.0,29.0,,6.0,19.0,5.0,2.0,,4.0,2.0,17.0,,14.0,,7.0,2.0,,25011.0,130.0,175.0
250110404001,8,26,0,8,2,21,54,2,5,0,126,385,,,9.0,6.0,123.0,2.0,5.0,,,,,,,1.0,23.0,9.0,,,,20.0,25011.0,198.0,-72.0
