MESOZONE,1_constr,2_eduhlth,3_finance,4_public,5_info,6_ret_leis,7_manu,8_other,9_profbus,10_ttu,total_jobs,total_households,rank11,rank21,rank22,rank23,rank3133,rank42,rank4445,rank4849,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,COUNTY,lehd_total,diff
250214151022,131,312,81,70,51,137,119,90,318,290,1599,814,,,,196.0,46.0,134.0,73.0,16.0,349.0,10.0,8.0,88.0,,34.0,23.0,198.0,,54.0,31.0,61.0,25021.0,1321.0,278.0
250214151023,56,197,166,1,43,136,35,61,211,148,1054,1056,,,,72.0,19.0,9.0,47.0,,,23.0,13.0,63.0,,33.0,,125.0,,50.0,47.0,,25021.0,501.0,553.0
250214151024,19,152,250,4,34,706,3,21,159,24,1372,650,,,,7.0,7.0,2.0,485.0,2.0,,16.0,18.0,53.0,36.0,8.0,2.0,40.0,8.0,253.0,44.0,,25021.0,981.0,391.0
250214151025,291,113,23,3,20,64,195,20,707,267,1703,478,,,,901.0,135.0,283.0,9.0,9.0,,,3.0,7.0,,1.0,5.0,5.0,23.0,,14.0,,25021.0,1395.0,308.0
250214152001,118,1181,270,60,110,873,717,51,680,1136,5196,1347,,,,470.0,743.0,442.0,47.0,83.0,16.0,646.0,8.0,588.0,1141.0,112.0,43.0,703.0,100.0,73.0,80.0,107.0,25021.0,5402.0,-206.0
250214152002,448,576,87,2,89,471,315,80,906,730,3704,1568,,,,873.0,679.0,427.0,113.0,86.0,,72.0,43.0,108.0,523.0,321.0,44.0,324.0,42.0,120.0,133.0,,25021.0,3908.0,-204.0
250214153001,40,406,9,3,43,165,10,39,155,22,892,1109,,,,35.0,11.0,5.0,28.0,,2.0,,,32.0,,20.0,18.0,93.0,71.0,,28.0,,25021.0,343.0,549.0
250214153002,101,966,810,47,142,1521,8,53,2450,247,6345,558,,,5.0,62.0,,1164.0,51.0,,667.0,1243.0,84.0,571.0,665.0,110.0,353.0,35.0,23.0,125.0,96.0,46.0,25021.0,5300.0,1045.0
250214161011,7,19,0,0,0,22,0,0,45,7,100,298,,,,17.0,,,7.0,1.0,,4.0,,,,15.0,,3.0,,32.0,10.0,,25021.0,89.0,11.0
250214161012,41,30,18,12,1,28,10,1,39,1,181,759,,,,50.0,,1.0,3.0,,,,,4.0,,7.0,,26.0,,16.0,7.0,5.0,25021.0,119.0,62.0
250214161013,16,1545,16,66,34,56,12,17,104,7,1873,722,,,,5.0,,1.0,8.0,,38.0,,3.0,17.0,,1.0,480.0,1026.0,4.0,100.0,2.0,20.0,25021.0,1705.0,168.0
250214161014,15,65,6,2,2,87,0,13,11,2,203,522,,,,6.0,,2.0,,,,1.0,42.0,2.0,,1.0,,7.0,64.0,1.0,16.0,,25021.0,142.0,61.0
250214161021,22,795,12,57,50,74,14,23,149,11,1207,939,9.0,,,25.0,,3.0,8.0,32.0,,,47.0,38.0,1.0,24.0,1009.0,126.0,46.0,189.0,47.0,88.0,25021.0,1692.0,-485.0
250214161022,2,68,0,0,3,13,0,4,28,9,127,390,,,,2.0,,1.0,5.0,,,1.0,,9.0,,,37.0,3.0,,1.0,5.0,,25021.0,64.0,63.0
250214162001,1,103,1,0,21,4,1,7,22,0,160,371,,,,1.0,4.0,,,,2.0,,,,,,,25.0,1.0,,,,25021.0,33.0,127.0
250214162002,1,0,4,0,0,0,0,1,0,0,6,302,,,,,,,,,,,,1.0,,,,2.0,,,,,25021.0,3.0,3.0
250214162003,10,229,11,194,6,17,1,13,39,6,526,381,,,,3.0,,2.0,11.0,,7.0,1.0,1.0,2.0,,,652.0,19.0,71.0,,2.0,106.0,25021.0,877.0,-351.0
250214162004,1,259,5,0,2,1,0,1,13,0,282,292,,,,,,,,,,,2.0,2.0,,2.0,,4.0,,,,,25021.0,10.0,272.0
250214162005,0,65,0,0,3,6,0,10,13,3,100,353,,,,,,1.0,,,,,,,,,,1.0,,,2.0,,25021.0,4.0,96.0
250214162006,21,23,0,0,3,9,0,5,36,1,98,303,,,,4.0,,,,,,,,,,,,7.0,,,8.0,,25021.0,19.0,79.0
250214162007,0,0,8,0,0,0,0,0,5,0,13,497,,,,11.0,,,,2.0,,,,1.0,,7.0,,4.0,,33.0,,,25021.0,58.0,-45.0
250214163001,18,123,37,0,11,31,0,34,95,8,357,555,,,,78.0,,,,,1.0,7.0,3.0,29.0,,,4.0,52.0,2.0,,10.0,,25021.0,186.0,171.0
250214163002,1,43,0,0,8,13,0,16,38,1,120,298,,,,3.0,,2.0,19.0,,,,,,,,,4.0,,,4.0,,25021.0,32.0,88.0
250214163003,6,62,0,0,4,1,12,7,20,8,120,298,,,,5.0,,1.0,,,,,,2.0,,,,,1.0,,,,25021.0,9.0,111.0
250214163004,8,36,30,0,1,19,2,8,21,2,127,317,,,,,,,,,,1.0,3.0,12.0,2.0,,,4.0,,,6.0,,25021.0,28.0,99.0
250214163005,32,72,37,1,13,58,4,59,52,10,338,417,,,,23.0,,2.0,9.0,,,12.0,,8.0,,,,51.0,5.0,90.0,13.0,,25021.0,213.0,125.0
250214164001,1,3,1,1,2,9,0,3,58,1,79,304,,,,10.0,,,,,,4.0,,8.0,47.0,,,,,,7.0,,25021.0,76.0,3.0
250214164002,11,82,141,0,21,187,6,47,120,7,622,343,,,,7.0,,,308.0,,,35.0,19.0,41.0,,1.0,31.0,108.0,50.0,72.0,60.0,,25021.0,732.0,-110.0
250214164003,13,41,0,0,3,22,0,6,11,2,98,298,,,,17.0,1.0,,3.0,,17.0,,13.0,4.0,,2.0,1.0,7.0,,71.0,6.0,,25021.0,142.0,-44.0
250214164004,17,11,2,0,23,8,5,24,25,0,115,279,,,,4.0,,,,2.0,10.0,,,26.0,,,,10.0,17.0,,2.0,,25021.0,71.0,44.0
250214164005,4,59,9,0,2,8,1,2,13,1,99,356,,,,4.0,,2.0,4.0,,,2.0,,3.0,,2.0,,2.0,,,1.0,,25021.0,20.0,79.0
250214164006,5,204,1,0,30,16,2,11,61,88,418,352,,,,7.0,,,,,,1.0,,15.0,,15.0,152.0,14.0,,,1.0,,25021.0,205.0,213.0
250214164007,11,102,190,0,3,25,0,28,225,5,589,405,,,,11.0,,45.0,10.0,,1.0,33.0,55.0,75.0,,,,40.0,,45.0,13.0,,25021.0,328.0,261.0
250214171001,11,63,75,0,14,54,8,40,56,6,327,317,,,,,2.0,8.0,2.0,8.0,,9.0,3.0,5.0,,3.0,,3.0,,73.0,27.0,,25021.0,143.0,184.0
250214171002,17,43,2,0,3,9,1,0,31,5,111,377,,,,15.0,,,,,,,,2.0,,,,4.0,4.0,5.0,3.0,,25021.0,33.0,78.0
250214171003,10,101,3,1,7,15,0,7,44,5,193,331,,,,,,,,,,2.0,,1.0,,,,,3.0,,1.0,,25021.0,7.0,186.0
250214171004,8,114,6,1,9,76,1,30,80,15,340,395,,,,5.0,1.0,,38.0,,,,2.0,2.0,,3.0,,6.0,15.0,,,,25021.0,72.0,268.0
250214171005,10,43,2,0,10,13,2,2,31,7,120,339,,,,2.0,,,4.0,,,,1.0,,,,,4.0,,,,,25021.0,11.0,109.0
250214172001,94,195,184,59,620,205,62,24,352,133,1928,1525,,,,286.0,13.0,54.0,72.0,308.0,1495.0,9591.0,8.0,111.0,46.0,315.0,,46.0,,225.0,22.0,647.0,25021.0,13239.0,-11311.0
250214172002,7,143,44,0,17,191,3,242,80,30,757,521,,,,3.0,,,320.0,,,7.0,19.0,30.0,,4.0,14.0,114.0,,60.0,49.0,,25021.0,620.0,137.0
250214172003,7,73,2,2,11,121,0,8,48,52,324,345,,,,,,,127.0,,,,,3.0,,,,3.0,,80.0,,,25021.0,213.0,111.0
250214172004,4,47,1,0,14,18,8,11,54,15,172,377,,,,2.0,,1.0,,,,,,,,6.0,,11.0,,16.0,6.0,,25021.0,42.0,130.0
250214172005,1,13,1,0,3,11,0,6,23,3,61,390,,,,4.0,,,,,,,5.0,,,,2.0,11.0,,,2.0,,25021.0,24.0,37.0
250214172006,4,7,4,0,0,1,1,8,5,0,30,479,,,,10.0,,,,,,,,2.0,,,,2.0,,,,,25021.0,14.0,16.0
250214172007,5,14,4,0,0,7,0,5,16,0,51,248,,,,,,,,,,,,,,,,5.0,,7.0,,,25021.0,12.0,39.0
250214173001,71,569,122,29,112,172,49,10,190,117,1441,1373,,,,243.0,,603.0,2.0,2.0,40.0,1.0,,36.0,,9.0,1.0,368.0,,42.0,31.0,,25021.0,1378.0,63.0
250214173002,8,126,40,3,64,88,25,8,177,8,547,883,,,,11.0,,3.0,12.0,3.0,,85.0,155.0,24.0,,1.0,,139.0,34.0,141.0,110.0,,25021.0,718.0,-171.0
250214174001,11,16,16,0,2,4,0,6,22,0,77,484,,,,6.0,,,,,1.0,,4.0,6.0,,8.0,1.0,37.0,,,2.0,,25021.0,65.0,12.0
250214174002,31,10,3,0,2,27,1,6,57,1,138,366,,,,3.0,,,9.0,,,,,3.0,,121.0,,3.0,,7.0,2.0,,25021.0,148.0,-10.0
250214174003,8,43,0,0,2,3,0,1,25,14,96,267,,,,,,,,,,,2.0,,,,,,,4.0,,,25021.0,6.0,90.0
250214175011,3,38,0,11,8,20,0,3,33,1,117,334,,,,17.0,,,,,,,,3.0,,,,4.0,,,1.0,,25021.0,25.0,92.0
250214175012,12,54,8,0,7,18,2,5,46,4,156,543,,,,7.0,,2.0,,,,1.0,,5.0,,,,,,,1.0,,25021.0,16.0,140.0
250214175013,9,51,41,1,14,17,1,8,37,5,184,664,,,,,,,4.0,,,,,,,,1.0,12.0,,14.0,6.0,,25021.0,37.0,147.0
250214175014,8,79,22,0,15,51,16,7,52,12,262,534,,,,6.0,3.0,6.0,8.0,1.0,,40.0,,4.0,,,,19.0,,30.0,2.0,,25021.0,119.0,143.0
250214175021,12,252,58,4,32,71,3,41,102,25,600,560,,,,21.0,,5.0,20.0,,,15.0,4.0,85.0,,12.0,6.0,83.0,,150.0,26.0,,25021.0,427.0,173.0
250214175022,11,356,6,13,17,145,4,14,65,7,638,698,,,,,,1.0,37.0,1.0,2.0,5.0,,3.0,,,,36.0,,218.0,19.0,,25021.0,322.0,316.0
250214175023,34,91,2,1,9,31,15,12,118,13,326,388,,,,44.0,27.0,1.0,,21.0,,,,5.0,,,,5.0,,,15.0,,25021.0,118.0,208.0
250214175024,28,64,10,0,12,36,0,6,50,2,208,730,,,,22.0,,,50.0,,,,,3.0,,,,8.0,,4.0,1.0,,25021.0,88.0,120.0
250214176011,8,22,7,0,6,23,0,2,25,3,96,341,,,,9.0,,,,,,,,,,1.0,,4.0,,21.0,,,25021.0,35.0,61.0
250214176012,41,270,3,0,18,28,0,23,90,10,483,565,,,,22.0,,1.0,,,1.0,,,2.0,,1.0,637.0,2.0,,7.0,2.0,,25021.0,675.0,-192.0
250214176013,8,149,10,1,23,25,2,41,60,16,335,555,,,,16.0,,1.0,8.0,,,,28.0,,,,,25.0,,21.0,14.0,,25021.0,113.0,222.0
250214176014,15,118,96,0,14,211,2,23,67,16,562,747,,,,,10.0,6.0,132.0,,,13.0,22.0,,,6.0,,32.0,17.0,77.0,23.0,,25021.0,338.0,224.0
250214176021,5,78,24,11,21,96,2,10,64,8,319,599,,,,7.0,,,7.0,,,,5.0,,,1.0,,8.0,227.0,6.0,,,25021.0,261.0,58.0
250214176022,5,95,52,6,18,57,0,15,82,79,409,693,,,,,,,13.0,,,3.0,3.0,18.0,24.0,25.0,11.0,24.0,,61.0,3.0,,25021.0,185.0,224.0
250214176023,90,217,73,58,39,242,53,61,125,27,985,1131,,,,33.0,17.0,11.0,166.0,,5.0,18.0,46.0,41.0,,,,142.0,16.0,179.0,74.0,84.0,25021.0,832.0,153.0
250214177011,43,232,57,202,26,66,0,12,110,61,809,1135,,,,,,150.0,37.0,,34.0,7.0,6.0,7.0,,42.0,13.0,62.0,12.0,92.0,47.0,,25021.0,509.0,300.0
250214177012,12,226,35,0,13,110,6,30,38,77,547,497,,,,5.0,9.0,38.0,339.0,129.0,,23.0,7.0,49.0,,12.0,1.0,212.0,,34.0,23.0,,25021.0,881.0,-334.0
250214177013,52,1478,722,207,184,895,33,50,602,96,4319,1215,,,,21.0,7.0,16.0,215.0,90.0,108.0,201.0,151.0,477.0,520.0,167.0,1752.0,952.0,,220.0,558.0,354.0,25021.0,5809.0,-1490.0
250214177014,38,1560,148,369,120,562,41,95,560,51,3544,3001,,,,4.0,,4.0,431.0,14.0,115.0,254.0,29.0,148.0,49.0,798.0,26.0,1568.0,11.0,532.0,94.0,146.0,25021.0,4223.0,-679.0
250214177021,5,65,2,0,7,15,0,25,24,1,144,280,,,,,,,3.0,,,,2.0,,,,,,,,,,25021.0,5.0,139.0
250214177022,12,150,11,188,25,217,10,11,39,36,699,446,,,23.0,214.0,,64.0,69.0,,,,7.0,7.0,,3.0,5.0,84.0,12.0,71.0,4.0,327.0,25021.0,890.0,-191.0
250214177023,4,36,2,0,10,16,2,15,38,8,131,400,,,,2.0,15.0,,220.0,2.0,5.0,,4.0,3.0,,,,3.0,,37.0,4.0,,25021.0,295.0,-164.0
250214178011,38,35,4,197,13,42,0,7,66,14,416,486,,,,3.0,,,,,,,,3.0,,,,6.0,3.0,10.0,,,25021.0,25.0,391.0
250214178012,5,18,1,1,6,6,0,12,15,2,66,353,,,,14.0,,,2.0,,,,,9.0,,,,15.0,,,,,25021.0,40.0,26.0
250214178013,14,55,0,0,6,12,0,14,40,6,147,496,,,,63.0,,2.0,7.0,,,,,,,,,5.0,,4.0,3.0,,25021.0,84.0,63.0
250214178014,9,0,0,0,0,0,0,0,0,0,9,288,,,,,,,,,,,,,,,1.0,1.0,,,,,25021.0,2.0,7.0
250214178015,12,75,6,0,19,104,6,18,72,15,327,751,,,,13.0,,,8.0,4.0,,,,,,,,22.0,3.0,36.0,5.0,,25021.0,91.0,236.0
250214178021,7,146,0,1,11,23,3,8,84,9,292,679,,,,,3.0,,,,,,,2.0,,,,38.0,,,17.0,,25021.0,60.0,232.0
250214178022,2,50,36,1,13,17,1,7,51,3,181,661,,,,,,,6.0,,,,,,,,,26.0,,,,,25021.0,32.0,149.0
250214179011,15,58,3,0,16,45,90,5,100,15,347,755,,,,43.0,102.0,,43.0,,,,2.0,13.0,,,,50.0,7.0,56.0,,,25021.0,316.0,31.0
250214179012,145,114,51,3,24,69,114,31,108,108,767,883,,,,125.0,40.0,6.0,17.0,5.0,,2.0,64.0,2.0,,,,22.0,3.0,39.0,18.0,,25021.0,343.0,424.0
250214179013,6,176,11,2,15,61,0,10,71,88,440,1104,,,,10.0,,,112.0,92.0,,3.0,,1.0,,3.0,,53.0,,9.0,1.0,,25021.0,284.0,156.0
250214179014,32,50,8,0,5,83,11,20,46,50,305,427,,,,20.0,,2.0,21.0,2.0,,,,4.0,2.0,,,111.0,,59.0,1.0,,25021.0,222.0,83.0
250214179015,8,88,8,0,28,102,0,29,66,11,340,449,,,,,,,6.0,,,,4.0,2.0,13.0,11.0,,201.0,,,23.0,,25021.0,260.0,80.0
250214179021,13,106,3,2,14,26,2,8,69,4,247,537,,,,10.0,,7.0,,,,,,,,7.0,,20.0,,13.0,14.0,,25021.0,71.0,176.0
250214179022,22,109,7,202,17,21,21,16,57,7,479,650,,,,18.0,12.0,4.0,,,,81.0,19.0,20.0,,,,37.0,34.0,,8.0,237.0,25021.0,470.0,9.0
250214179023,7,73,6,1,12,21,1,7,56,4,188,413,,,,37.0,,34.0,,,,,,6.0,,,,24.0,,,,,25021.0,101.0,87.0
250214180021,23,200,44,1,31,478,4,28,106,14,929,923,,,,,8.0,1.0,726.0,6.0,,34.0,5.0,12.0,,4.0,,150.0,,152.0,16.0,3.0,25021.0,1117.0,-188.0
250214180022,19,31,3,0,13,18,0,12,40,1,137,344,,,,,,,8.0,1.0,,,,,,3.0,,92.0,,,,,25021.0,104.0,33.0
250214180023,20,181,14,1,22,30,4,35,70,5,382,490,,,,2.0,,,46.0,,,5.0,,,,4.0,,20.0,,22.0,11.0,,25021.0,110.0,272.0
250214180024,21,54,29,1,18,77,23,112,65,8,408,539,,,,5.0,47.0,,69.0,,,73.0,,25.0,37.0,,1.0,22.0,,58.0,72.0,,25021.0,409.0,-1.0
250214180025,7,66,35,1,11,47,1,1,37,5,211,1037,,,,4.0,,,92.0,,,43.0,,7.0,47.0,,,62.0,6.0,5.0,53.0,,25021.0,319.0,-108.0
250214180031,77,1898,241,0,642,253,58,22,1414,70,4675,1508,,,,171.0,30.0,21.0,364.0,62.0,279.0,2116.0,26.0,434.0,941.0,119.0,,589.0,,87.0,23.0,,25021.0,5262.0,-587.0
250214180041,149,156,169,2,52,148,19,47,214,77,1033,804,,,,91.0,17.0,7.0,143.0,,,31.0,3.0,19.0,,89.0,,63.0,,78.0,19.0,,25021.0,560.0,473.0
250214180042,153,212,47,3,51,177,56,37,219,22,977,580,,,,26.0,75.0,18.0,,,87.0,202.0,6.0,840.0,14.0,83.0,,427.0,,26.0,81.0,,25021.0,1885.0,-908.0
250214180043,94,1030,26,2,34,46,13,25,201,56,1527,950,,,,255.0,6.0,22.0,29.0,,,,20.0,19.0,,70.0,,546.0,,4.0,8.0,,25021.0,979.0,548.0
250214181011,16,122,4,1,9,41,5,126,51,12,387,656,,,,6.0,,2.0,14.0,,,1.0,,11.0,,7.0,,73.0,,48.0,16.0,,25021.0,178.0,209.0
250214181012,18,66,26,2,9,24,0,11,55,11,222,1373,,,,11.0,,6.0,11.0,,,3.0,21.0,25.0,,,,170.0,,10.0,1.0,,25021.0,258.0,-36.0
250214181013,4,86,12,8,6,21,0,50,56,4,247,488,,,,,,,1.0,,,6.0,7.0,,,,,1.0,,16.0,53.0,,25021.0,84.0,163.0
250214181021,10,8,0,9,6,29,0,1,36,2,101,414,,,,17.0,,,39.0,,,,,,,20.0,,3.0,,11.0,2.0,,25021.0,92.0,9.0
250214181022,26,67,26,1,10,48,10,22,72,16,298,1269,,,,2.0,,14.0,1.0,1.0,,,11.0,,,,,71.0,,19.0,55.0,,25021.0,174.0,124.0
250214182001,20,108,42,0,9,87,17,30,104,9,426,661,,,,7.0,4.0,3.0,114.0,,4.0,8.0,,19.0,,152.0,16.0,13.0,,81.0,11.0,,25021.0,432.0,-6.0
250214182002,178,495,152,2,43,400,28,95,328,165,1886,1068,,,,208.0,3.0,39.0,369.0,25.0,17.0,30.0,7.0,99.0,4.0,7.0,,395.0,,176.0,53.0,,25021.0,1432.0,454.0
250214182003,20,95,85,1,21,45,10,13,134,35,459,418,,,,134.0,,18.0,1.0,1.0,3.0,40.0,41.0,267.0,6.0,41.0,,285.0,,2.0,8.0,,25021.0,847.0,-388.0
250214182004,38,64,39,0,21,79,16,15,193,13,478,1141,,,3.0,8.0,24.0,132.0,86.0,2.0,,3.0,6.0,,,12.0,,13.0,219.0,,,,25021.0,508.0,-30.0
250214191001,140,1024,1354,118,234,939,1048,149,1608,316,6930,863,,,,650.0,910.0,330.0,3548.0,150.0,360.0,906.0,920.0,1513.0,155.0,1431.0,96.0,876.0,173.0,1260.0,413.0,126.0,25021.0,13817.0,-6887.0
250214191002,39,211,231,0,18,114,43,18,212,39,925,571,,,,48.0,3.0,4.0,80.0,,4.0,99.0,296.0,100.0,4.0,18.0,3.0,129.0,3.0,35.0,115.0,,25021.0,941.0,-16.0
250214191003,6,120,35,0,9,16,8,10,63,5,272,590,,,,6.0,,,11.0,,,19.0,,10.0,,1.0,,26.0,,,9.0,,25021.0,82.0,190.0
250214191004,13,121,5,0,7,16,0,6,60,3,231,271,,,,11.0,,,,,,,,9.0,,4.0,,16.0,,,5.0,,25021.0,45.0,186.0
250214192001,85,162,40,40,18,37,15,12,143,30,582,858,,,,58.0,30.0,9.0,51.0,6.0,,16.0,6.0,28.0,,4.0,,63.0,2.0,16.0,17.0,,25021.0,306.0,276.0
250214192002,3,453,14,0,5,23,1,19,53,0,571,367,,,,4.0,,,,,,8.0,17.0,1.0,,,25.0,21.0,,,5.0,,25021.0,81.0,490.0
250214192003,22,26,4,6,11,19,1,3,52,11,155,328,,,,26.0,,17.0,,,,,,6.0,,67.0,,4.0,,37.0,,,25021.0,157.0,-2.0
250214192004,2,224,0,73,2,1,1,0,19,4,326,371,,,,5.0,,4.0,1.0,,,,,1.0,,1.0,,153.0,,,1.0,169.0,25021.0,335.0,-9.0
250214193001,13,58,14,0,4,11,0,5,22,6,133,512,,,,12.0,,4.0,,13.0,,,7.0,,,10.0,,2.0,,,18.0,,25021.0,66.0,67.0
250214193002,18,28,4,0,6,24,0,3,35,3,121,267,,,,,,,3.0,1.0,,,1.0,,,,,1.0,,,,,25021.0,6.0,115.0
250214193003,2,42,15,1,8,16,2,0,27,3,116,483,,,,8.0,,,9.0,9.0,,,,,,,,10.0,,,7.0,,25021.0,43.0,73.0
250214193004,20,19,1,0,1,11,36,3,13,0,104,350,,,,61.0,,,3.0,,,,,,,,,1.0,,13.0,,,25021.0,78.0,26.0
250214194001,32,58,3,137,25,132,1,46,161,28,623,312,,,120.0,26.0,,,694.0,50.0,,,2.0,,1.0,169.0,,2.0,,47.0,41.0,,25021.0,1152.0,-529.0
250214194002,5,32,1,1,4,17,0,4,34,55,153,473,,,99.0,1.0,,7.0,2.0,,,,8.0,11.0,,,,3.0,19.0,26.0,,,25021.0,176.0,-23.0
250214194003,23,41,61,0,12,65,1,43,35,12,293,619,,,,34.0,5.0,,42.0,5.0,,,17.0,,,,,8.0,,19.0,34.0,,25021.0,164.0,129.0
250214195001,7,293,21,2,18,48,8,19,62,10,488,437,,,,1.0,2.0,8.0,20.0,1.0,,14.0,,34.0,,,23.0,177.0,,35.0,5.0,,25021.0,320.0,168.0
250214195002,12,124,2,3,12,30,0,93,36,6,318,809,,,,19.0,,,265.0,,,,10.0,3.0,,,,7.0,2.0,,20.0,,25021.0,326.0,-8.0
250214196001,2,18,25,0,8,25,0,2,33,69,182,742,,,,3.0,,184.0,1.0,2.0,,,19.0,2.0,,40.0,,2.0,1.0,,20.0,,25021.0,274.0,-92.0
250214196002,23,87,10,14,17,37,0,5,90,3,286,457,,,,7.0,,3.0,4.0,8.0,,7.0,,18.0,,,1.0,43.0,4.0,18.0,26.0,16.0,25021.0,155.0,131.0
250214196003,32,108,11,18,20,315,4,11,112,34,665,1042,,,,22.0,154.0,7.0,10.0,1.0,,3.0,1.0,36.0,,6.0,8.0,51.0,1.0,30.0,28.0,398.0,25021.0,756.0,-91.0
250214196004,7,70,35,2,6,142,0,8,26,15,311,764,,,,18.0,324.0,9.0,4.0,13.0,1.0,8.0,2.0,13.0,,207.0,28.0,154.0,,,,,25021.0,781.0,-470.0
250214197001,35,52,15,5,9,97,6,14,81,2,316,669,,,,5.0,,,,25.0,,,,43.0,,,,3.0,22.0,196.0,14.0,30.0,25021.0,338.0,-22.0
250214197002,35,374,45,0,17,275,7,11,95,14,873,987,,,,38.0,,4.0,178.0,4.0,,14.0,2.0,6.0,,14.0,2.0,332.0,,78.0,16.0,,25021.0,688.0,185.0
250214198001,115,500,25,40,55,193,282,33,413,711,2367,708,,,,199.0,343.0,503.0,132.0,44.0,206.0,106.0,24.0,16.0,6.0,442.0,,885.0,1.0,131.0,32.0,,25021.0,3070.0,-703.0
250214198002,33,556,495,800,81,794,11,191,476,69,3506,458,,,27.0,93.0,32.0,39.0,1063.0,5.0,120.0,228.0,38.0,179.0,22.0,87.0,316.0,458.0,53.0,412.0,167.0,234.0,25021.0,3573.0,-67.0
250214198003,91,759,98,8,19,45,44,10,184,547,1805,600,,,,170.0,32.0,82.0,48.0,308.0,23.0,,72.0,31.0,,30.0,1188.0,519.0,,62.0,35.0,,25021.0,2600.0,-795.0
250214201001,13,66,6,1,61,49,77,25,92,306,696,441,,,,154.0,211.0,318.0,2.0,60.0,16.0,1.0,2.0,33.0,803.0,31.0,,38.0,,43.0,31.0,,25021.0,1743.0,-1047.0
250214201002,21,153,42,2,37,90,1,16,143,18,523,335,,,,17.0,,,45.0,,,13.0,,6.0,,13.0,,39.0,,80.0,7.0,,25021.0,220.0,303.0
250214201003,2,30,3,0,15,20,0,10,37,13,130,303,,,,7.0,,,,,,,1.0,,,,,7.0,,,,,25021.0,15.0,115.0
250214201004,38,216,15,15,56,130,31,31,165,31,728,1055,,,,29.0,140.0,1.0,11.0,,,5.0,,8.0,,8.0,,45.0,,12.0,20.0,,25021.0,279.0,449.0
250214201005,20,141,42,3,33,70,5,40,118,19,491,931,,,,3.0,,,12.0,,,7.0,,2.0,,1.0,,29.0,,,7.0,,25021.0,61.0,430.0
250214202011,7,94,11,0,19,25,2,3,47,6,214,300,,,,10.0,,,,,,,,,,,,23.0,,10.0,,,25021.0,43.0,171.0
250214202012,13,402,25,2,29,57,1,6,113,11,659,925,,,,,,,,,,2.0,36.0,,,1.0,303.0,36.0,,35.0,13.0,,25021.0,426.0,233.0
250214202021,25,111,3,0,16,257,1,12,127,61,613,392,,,,3.0,,16.0,9.0,43.0,1.0,,,4.0,,,,7.0,22.0,248.0,,,25021.0,353.0,260.0
250214202022,9,100,13,1,19,126,8,20,99,17,412,652,,,,7.0,7.0,,24.0,1.0,2.0,12.0,1.0,5.0,,,,160.0,,127.0,3.0,,25021.0,349.0,63.0
250214202023,31,114,103,3,38,81,108,8,145,331,962,1389,,,,78.0,232.0,234.0,42.0,185.0,12.0,,3.0,21.0,,88.0,,21.0,,,22.0,,25021.0,938.0,24.0
250214203011,36,260,11,4,44,151,232,38,364,141,1281,397,,,,6.0,26.0,398.0,113.0,208.0,,,,25.0,,110.0,,20.0,,,11.0,,25021.0,917.0,364.0
250214203012,17,129,16,2,30,70,20,28,104,20,436,572,,,,6.0,16.0,,5.0,,,,,,,,,69.0,,49.0,16.0,,25021.0,161.0,275.0
250214203013,54,408,96,22,41,378,7,84,216,37,1343,1087,,,,56.0,21.0,8.0,203.0,7.0,8.0,51.0,15.0,98.0,,14.0,9.0,359.0,3.0,198.0,95.0,6.0,25021.0,1151.0,192.0
250214203014,20,76,21,2,116,238,2,5,106,17,603,626,,,,16.0,6.0,9.0,25.0,2.0,134.0,,6.0,,,,7.0,31.0,,174.0,36.0,,25021.0,446.0,157.0
250214203021,11,189,38,1,23,180,19,10,112,90,673,562,,,,10.0,98.0,9.0,194.0,,,2.0,,19.0,,20.0,,309.0,14.0,108.0,7.0,,25021.0,790.0,-117.0
250214203022,18,143,33,37,13,43,14,6,88,12,407,386,,,,5.0,,,14.0,,,17.0,3.0,,,13.0,,37.0,,,,,25021.0,89.0,318.0
250214203023,26,118,6,2,25,63,3,8,111,18,380,407,,,,1.0,,22.0,1.0,11.0,,,,30.0,,2.0,,12.0,,,26.0,,25021.0,105.0,275.0
250214203024,20,120,2,2,43,127,5,22,131,15,487,854,,,,,,,10.0,7.0,,,,,,44.0,,52.0,,,7.0,,25021.0,120.0,367.0
250214203025,17,359,64,153,35,165,4,38,117,21,973,779,,,,,4.0,1.0,172.0,,21.0,20.0,13.0,22.0,,5.0,597.0,95.0,46.0,104.0,13.0,171.0,25021.0,1284.0,-311.0
250214211001,76,133,148,39,35,147,133,35,194,77,1017,753,,,,10.0,7.0,23.0,9.0,35.0,,22.0,55.0,3.0,,9.0,,11.0,7.0,37.0,24.0,92.0,25021.0,344.0,673.0
250214211002,8,54,0,0,33,46,0,9,67,7,224,255,,,,5.0,,,3.0,,,,,,,,,5.0,,,2.0,,25021.0,15.0,209.0
250214211003,48,204,8,29,47,122,45,51,236,118,908,821,,,,70.0,189.0,98.0,136.0,26.0,,19.0,,,,103.0,,37.0,,35.0,32.0,4.0,25021.0,749.0,159.0
