"","NAICS","size_group","total_emp","total_est","total_firm","emp_per_est","est_per_firm"
"2147",611110,2,407967,9143,8853,44.6206934266652,1.03275725742686
"2148",611110,3,411745,3405,2455,120.923641703377,1.38696537678208
"2149",611210,1,1077,184,183,5.85326086956522,1.00546448087432
"2150",611210,2,5586,134,116,41.6865671641791,1.1551724137931
"2151",611310,1,4203,775,774,5.42322580645161,1.00129198966408
"2152",611310,2,19377,420,400,46.1357142857143,1.05
"2153",611310,3,122894,591,457,207.942470389171,1.29321663019694
"2154",611410,1,398,90,90,4.42222222222222,1
"2155",611410,2,917,28,22,32.75,1.27272727272727
"2156",611420,1,3825,1205,1192,3.17427385892116,1.01090604026846
"2157",611420,2,3703,130,101,28.4846153846154,1.28712871287129
"2158",611430,1,16223,5433,5403,2.98601141174305,1.00555247084953
"2159",611430,2,11933,395,336,30.2101265822785,1.17559523809524
"2160",611430,5,1145,30,21,38.1666666666667,1.42857142857143
"2161",611511,1,6703,1119,1081,5.99016979445934,1.03515263644773
"2162",611512,1,2874,665,662,4.3218045112782,1.00453172205438
"2163",611512,2,2981,92,83,32.4021739130435,1.10843373493976
"2164",611513,1,4876,932,909,5.23175965665236,1.02530253025303
"2165",611513,2,5152,223,150,23.1031390134529,1.48666666666667
"2166",611519,1,12120,2875,2839,4.21565217391304,1.01268052131032
"2167",611519,2,13730,501,375,27.4051896207585,1.336
"2168",611610,1,61912,13012,12945,4.75806947433139,1.00517574353032
"2169",611610,2,26756,946,828,28.2832980972516,1.14251207729469
"2170",611620,1,58254,14523,14471,4.01115472009915,1.00359339368392
"2171",611620,2,51554,1733,1495,29.7484131563762,1.15919732441472
"2172",611630,1,6103,1025,1020,5.95414634146341,1.00490196078431
"2173",611630,2,8166,282,224,28.9574468085106,1.25892857142857
"2174",611691,1,37328,7010,6922,5.32496433666191,1.01271308870269
"2175",611691,2,32462,1227,957,26.4563977180114,1.28213166144201
"2176",611692,1,9478,2228,2195,4.254039497307,1.01503416856492
"2177",611699,1,20977,5837,5824,3.59379818399863,1.00223214285714
"2178",611699,2,13697,473,412,28.9577167019027,1.14805825242718
"2179",611699,5,44,5,4,8.8,1.25
"2180",611710,1,23187,7296,7251,3.17804276315789,1.00620604054613
"2181",611710,2,20568,651,554,31.594470046083,1.17509025270758
"2182",621111,1,657366,148575,147234,4.4244724886421,1.00910795060923
"2183",621111,2,520542,19670,14091,26.4637519064565,1.39592647789369
"2184",621112,1,25240,10350,10320,2.43864734299517,1.00290697674419
"2185",621112,2,7359,267,214,27.561797752809,1.24766355140187
"2186",621112,4,420,29,24,14.4827586206897,1.20833333333333
"2187",621112,5,653,36,28,18.1388888888889,1.28571428571429
"2188",621210,1,720071,122090,120742,5.8978704234581,1.01116430074042
"2189",621210,2,136164,6582,4616,20.6873290793072,1.42590987868284
"2190",621310,1,126095,38753,38610,3.25381260805615,1.0037037037037
"2191",621320,1,94973,19436,18983,4.88644782877135,1.02386345677712
"2192",621330,1,46118,20815,20730,2.21561374009128,1.00410033767487
"2193",621330,2,28107,1040,778,27.0259615384615,1.33676092544987
"2194",621330,6,459,9,8,51,1.125
"2195",621330,7,272,16,14,17,1.14285714285714
"2196",621340,1,98134,23896,23502,4.10671242048879,1.01676453067824
"2197",621391,1,29464,7463,7240,3.94801018357229,1.03080110497238
"2198",621391,4,82,14,10,5.85714285714286,1.4
"2199",621391,5,92,13,10,7.07692307692308,1.3
"2200",621391,7,204,23,16,8.8695652173913,1.4375
"2201",621399,1,41549,16739,16690,2.48216739351216,1.00293588975434
"2202",621399,2,20450,766,582,26.6971279373368,1.31615120274914
"2203",621410,1,6193,1245,1220,4.97429718875502,1.02049180327869
"2204",621420,1,16940,3671,3599,4.61454644511032,1.02000555709919
"2205",621491,1,344,99,99,3.47474747474747,1
"2206",621491,2,260,10,7,26,1.42857142857143
"2207",621492,1,1752,278,277,6.30215827338129,1.00361010830325
"2208",621492,2,4483,165,119,27.169696969697,1.38655462184874
"2209",621493,1,18722,2547,2534,7.35060855908912,1.00513022888713
"2210",621493,2,42731,1342,1191,31.8412816691505,1.12678421494542
"2211",621498,1,18553,3582,3543,5.17950865438303,1.01100762066046
"2212",621511,1,12120,2586,2544,4.68677494199536,1.01650943396226
"2213",621511,2,17990,555,443,32.4144144144144,1.25282167042889
"2214",621512,1,15799,3655,3589,4.32257181942544,1.01838952354416
"2215",621610,1,70731,14149,14120,4.99901053077956,1.00205382436261
"2216",621610,2,275472,6639,6178,41.4929959331225,1.07461961799935
"2217",621910,1,13074,1629,1623,8.02578268876611,1.00369685767098
"2218",621910,2,43630,1285,1112,33.9533073929961,1.15557553956835
"2219",621991,1,895,154,154,5.81168831168831,1
"2220",621999,1,10269,2698,2679,3.80615270570793,1.00709219858156
"2221",621999,2,11899,405,319,29.3802469135802,1.26959247648903
"2222",622110,1,198,88,88,2.25,1
"2223",622110,2,15001,211,209,71.0947867298578,1.00956937799043
"2224",622110,3,245682,1061,1036,231.557021677663,1.02413127413127
"2225",622110,4,229978,385,342,597.345454545455,1.12573099415205
"2226",622110,5,606835,495,409,1225.92929292929,1.21026894865526
"2227",622210,1,137,21,19,6.52380952380952,1.10526315789474
"2228",622210,2,1517,25,25,60.68,1
"2229",622210,3,47751,190,179,251.321052631579,1.06145251396648
"2230",622210,4,44987,94,77,478.585106382979,1.22077922077922
"2231",622210,5,51146,61,45,838.459016393443,1.35555555555556
"2232",622310,1,54,23,23,2.34782608695652,1
"2233",622310,2,2540,44,42,57.7272727272727,1.04761904761905
"2234",622310,3,21145,110,101,192.227272727273,1.08910891089109
"2235",622310,4,19402,49,37,395.959183673469,1.32432432432432
"2236",623110,1,9852,2264,2230,4.35159010600707,1.0152466367713
"2237",623110,2,170931,2858,2744,59.8079076277117,1.04154518950437
"2238",623110,3,582628,3962,3438,147.054013124685,1.15241419429901
"2239",623210,1,19349,3189,3144,6.06741925368454,1.01431297709924
"2240",623220,1,11350,1930,1898,5.88082901554404,1.01685985247629
"2241",623220,2,43209,1544,1086,27.985103626943,1.42173112338858
"2242",623311,1,8853,1421,1416,6.23011963406052,1.00353107344633
"2243",623311,2,58059,1299,1247,44.6951501154734,1.04170008019246
"2244",623311,3,173944,1063,851,163.634995296331,1.24911868390129
"2245",623312,1,54629,10206,10153,5.35263570448756,1.0052201319807
"2246",623312,2,119213,3295,2948,36.1799696509863,1.11770691994573
"2247",623990,1,11481,1842,1833,6.2328990228013,1.00490998363339
"2248",623990,2,32231,1131,799,28.4977895667551,1.41551939924906
"2249",624110,1,30673,6554,6491,4.68004272200183,1.00970574641812
"2250",624110,2,50967,1886,1310,27.0238600212089,1.43969465648855
"2251",624120,1,87201,29379,29308,2.9681405085265,1.00242254674492
"2252",624120,2,269693,6920,6001,38.9729768786127,1.15314114314281
"2253",624190,1,68822,17465,17255,3.94056684798168,1.01217038539554
"2254",624210,1,11741,2641,2623,4.44566452101477,1.00686237133054
"2255",624221,1,13666,1907,1898,7.16622968012585,1.00474183350896
"2256",624221,2,32128,1266,985,25.3775671406003,1.28527918781726
"2257",624229,1,14641,2557,2539,5.72585060617912,1.00708940527767
"2258",624229,2,17530,837,585,20.9438470728793,1.43076923076923
"2259",624229,7,42,3,3,14,1
"2260",624230,1,2304,568,560,4.05633802816901,1.01428571428571
"2261",624310,1,8979,1873,1835,4.79391350774159,1.02070844686649
"2262",624310,2,41895,1379,925,30.3807106598985,1.49081081081081
"2263",624410,1,290831,48472,48195,5.99997936953293,1.00574748417886
"2264",624410,2,351295,13309,10646,26.3952964159591,1.25014089798986
"2265",711110,1,10377,2556,2548,4.05985915492958,1.00313971742543
"2266",711110,2,23053,572,528,40.3024475524476,1.08333333333333
"2267",711110,3,25941,174,144,149.086206896552,1.20833333333333
"2268",711110,6,276,3,3,92,1
"2269",711120,1,2472,625,625,3.9552,1
"2270",711120,2,2917,72,71,40.5138888888889,1.01408450704225
"2271",711120,3,3406,23,19,148.086956521739,1.21052631578947
"2272",711130,1,11942,4369,4366,2.73334859235523,1.00068712780577
"2273",711130,2,10020,220,216,45.5454545454545,1.01851851851852
"2274",711130,3,13591,80,78,169.8875,1.02564102564103
"2275",711130,4,2034,4,3,508.5,1.33333333333333
"2276",711130,5,1728,4,4,432,1
"2277",711190,1,900,321,321,2.80373831775701,1
"2278",711190,2,1102,33,32,33.3939393939394,1.03125
"2279",711211,1,2792,638,636,4.37617554858934,1.00314465408805
"2280",711211,2,7217,184,178,39.2228260869565,1.03370786516854
"2281",711211,3,20268,87,75,232.965517241379,1.16
"2282",711212,1,1161,416,415,2.79086538461538,1.00240963855422
"2283",711212,2,2266,51,50,44.4313725490196,1.02
"2284",711212,3,8272,45,37,183.822222222222,1.21621621621622
"2285",711219,1,7210,2521,2506,2.85997619992067,1.00598563447725
"2286",711219,2,5411,171,156,31.6432748538012,1.09615384615385
"2287",711219,3,2330,18,14,129.444444444444,1.28571428571429
"2288",711310,1,9556,2360,2357,4.04915254237288,1.00127280441239
"2289",711310,2,16581,427,421,38.8313817330211,1.01425178147268
"2290",711310,3,22361,153,125,146.150326797386,1.224
"2291",711320,1,11736,4092,4084,2.86803519061584,1.00195886385896
"2292",711320,2,7732,227,213,34.0616740088106,1.06572769953052
"2293",711320,3,4472,37,28,120.864864864865,1.32142857142857
"2294",711410,1,8814,3795,3783,2.32252964426877,1.00317208564631
"2295",711410,2,4036,136,115,29.6764705882353,1.18260869565217
"2296",711510,1,35091,26577,26548,1.32035218421944,1.00109236100648
"2297",711510,2,8102,248,237,32.6693548387097,1.0464135021097
"2298",711510,3,2106,28,22,75.2142857142857,1.27272727272727
"2299",712110,1,17915,4186,4167,4.2797419971333,1.00455963522918
"2300",712110,2,24044,635,584,37.8645669291339,1.08732876712329
"2301",712110,3,34093,246,201,138.589430894309,1.22388059701493
"2302",712110,7,1211,7,7,173,1
"2303",712120,1,3558,920,909,3.86739130434783,1.01210121012101
"2304",712120,2,3700,124,103,29.8387096774194,1.20388349514563
"2305",712130,1,2070,385,384,5.37662337662338,1.00260416666667
"2306",712130,2,6172,145,143,42.5655172413793,1.01398601398601
"2307",712130,3,16371,88,80,186.034090909091,1.1
"2308",712130,4,7405,14,12,528.928571428571,1.16666666666667
"2309",712190,1,2469,499,495,4.94789579158317,1.00808080808081
"2310",712190,2,2616,100,69,26.16,1.44927536231884
"2311",712190,3,1407,12,11,117.25,1.09090909090909
"2312",713110,1,1451,348,348,4.16954022988506,1
"2313",713110,2,3980,98,95,40.6122448979592,1.03157894736842
"2314",713110,3,8198,45,40,182.177777777778,1.125
"2315",713120,1,9886,1983,1976,4.98537569339385,1.00354251012146
"2316",713120,2,20865,541,520,38.5674676524954,1.04038461538462
"2317",713210,1,277,60,59,4.61666666666667,1.01694915254237
"2318",713210,2,2276,45,42,50.5777777777778,1.07142857142857
"2319",713210,3,23207,117,103,198.350427350427,1.13592233009709
"2320",713210,4,13020,32,23,406.875,1.39130434782609
"2321",713210,5,23246,37,26,628.27027027027,1.42307692307692
"2322",713290,1,8127,1303,1257,6.23714504988488,1.03659506762132
"2323",713910,1,34957,6356,6327,5.49984266834487,1.00458353089932
"2324",713910,2,136320,3152,3048,43.248730964467,1.03412073490814
"2325",713910,3,86643,789,581,109.813688212928,1.35800344234079
"2326",713920,1,756,131,131,5.77099236641221,1
"2327",713920,2,4055,82,81,49.4512195121951,1.01234567901235
"2328",713920,3,20962,95,94,220.652631578947,1.01063829787234
"2329",713920,4,11784,18,17,654.666666666667,1.05882352941176
"2330",713920,5,2168,3,3,722.666666666667,1
"2331",713930,1,13537,3311,3288,4.08849290244639,1.00699513381995
"2332",713930,2,9778,326,280,29.9938650306748,1.16428571428571
"2333",713930,5,56,3,3,18.6666666666667,1
"2334",713930,7,287,5,5,57.4,1
"2335",713940,1,106969,23627,23551,4.52740508740001,1.00322703919154
"2336",713940,2,147265,4186,3835,35.1803631151457,1.09152542372881
"2337",713950,1,17361,2229,2217,7.78869448183042,1.00541271989175
"2338",713950,2,33675,1010,934,33.3415841584158,1.0813704496788
"2339",713990,1,56196,15889,15832,3.53678645603877,1.00360030318343
"2340",713990,2,52993,1694,1476,31.2827626918536,1.14769647696477
"2341",713990,6,141,8,6,17.625,1.33333333333333
"2342",721110,1,198884,30854,30615,6.44597134893369,1.00780663073657
"2343",721110,2,321669,10014,9335,32.1219292989814,1.07273701124799
"2344",721120,1,90,23,23,3.91304347826087,1
"2345",721120,2,1186,20,20,59.3,1
"2346",721120,3,21650,76,73,284.868421052632,1.04109589041096
"2347",721120,4,29522,48,43,615.041666666667,1.11627906976744
"2348",721120,5,69337,60,50,1155.61666666667,1.2
"2349",721191,1,9481,2787,2772,3.40186580552565,1.00541125541126
"2350",721191,2,4702,165,157,28.4969696969697,1.05095541401274
"2351",721199,1,4317,1387,1382,3.11247296322999,1.00361794500724
"2352",721199,2,1998,60,60,33.3,1
"2353",721199,3,359,8,7,44.875,1.14285714285714
"2354",721199,7,4,3,3,1.33333333333333,1
"2355",721211,1,11549,3958,3938,2.91788782213239,1.00507872016252
"2356",721211,2,4533,196,145,23.1275510204082,1.35172413793103
"2357",721214,1,8642,2237,2195,3.863209655789,1.01913439635535
"2358",721214,4,733,35,28,20.9428571428571,1.25
"2359",721214,5,1078,43,30,25.0697674418605,1.43333333333333
"2360",721310,1,7115,1820,1799,3.90934065934066,1.01167315175097
"2361",722310,1,9772,2300,2250,4.24869565217391,1.02222222222222
"2362",722320,1,42533,9587,9566,4.43652863252321,1.00219527493205
"2363",722320,2,66225,1829,1753,36.2083105522143,1.04335424985739
"2364",722320,3,29435,311,234,94.6463022508039,1.32905982905983
"2365",722330,1,10670,5155,5128,2.06983511154219,1.00526521060842
"2366",722330,2,4419,150,138,29.46,1.08695652173913
"2367",722330,3,962,14,12,68.7142857142857,1.16666666666667
"2368",722410,1,186853,35132,35039,5.31859842878288,1.00265418533634
"2369",722410,2,152485,4551,4392,33.5058228960668,1.03620218579235
"2370",722511,1,1005437,150911,150623,6.6624500533427,1.00191205858335
"2371",722511,2,2222679,61035,58901,36.4164659621529,1.03623028471503
"2372",722513,1,689989,117159,116319,5.88933842043718,1.00722152012999
"2373",722513,2,1091052,38308,29483,28.4810483449932,1.2993250347658
"2374",722514,1,23200,3918,3907,5.92138846350179,1.00281545943179
"2375",722514,2,34026,938,865,36.275053304904,1.08439306358382
"2376",722515,1,221250,40259,39790,5.49566556546362,1.01178688112591
"2377",722515,2,160489,7001,4980,22.9237251821168,1.40582329317269
"2378",811111,1,268621,76113,75716,3.52923942033555,1.0052432775107
"2379",811112,1,5361,1695,1668,3.16283185840708,1.01618705035971
"2380",811112,2,421,26,19,16.1923076923077,1.36842105263158
"2381",811113,1,15906,4456,4401,3.56956912028725,1.01249715973642
"2382",811118,1,11760,3349,3315,3.51149596894595,1.01025641025641
"2383",811118,3,578,7,5,82.5714285714286,1.4
"2384",811118,7,58,3,3,19.3333333333333,1
"2385",811121,1,140213,30401,30287,4.61211802243347,1.00376399115132
"2386",811121,2,52586,2062,1721,25.5024248302619,1.19814061592098
"2387",811121,5,1968,27,19,72.8888888888889,1.42105263157895
"2388",811122,1,15661,4780,4720,3.27635983263598,1.01271186440678
"2389",811191,1,21238,4275,4118,4.96795321637427,1.03812530354541
"2390",811192,1,52941,12309,12072,4.30099926882769,1.01963220675944
"2391",811192,2,64747,2345,1869,27.6106609808102,1.25468164794007
"2392",811192,6,111,7,5,15.8571428571429,1.4
"2393",811198,1,10375,3878,3843,2.67534811758638,1.00910746812386
"2394",811198,7,223,5,5,44.6,1
"2395",811211,1,5103,1732,1719,2.94630484988453,1.00756253635835
"2396",811211,2,1548,50,44,30.96,1.13636363636364
"2397",811212,1,13398,4590,4556,2.91895424836601,1.00746268656716
"2398",811212,2,5671,218,159,26.0137614678899,1.37106918238994
"2399",811213,1,4821,1413,1378,3.41188959660297,1.02539912917271
"2400",811213,4,778,5,4,155.6,1.25
"2401",811219,1,9432,2522,2508,3.73988897700238,1.00558213716108
"2402",811219,2,5744,245,184,23.4448979591837,1.33152173913043
"2403",811310,1,72267,18195,18141,3.97180544105523,1.00297668265256
"2404",811310,2,40996,1453,1244,28.2147281486579,1.16800643086817
"2405",811411,1,4055,1732,1731,2.34122401847575,1.00057770075101
"2406",811412,1,11781,4180,4176,2.81842105263158,1.00095785440613
"2407",811412,2,2415,92,87,26.25,1.05747126436782
"2408",811420,1,10964,3615,3612,3.032918395574,1.00083056478405
"2409",811420,2,1328,52,50,25.5384615384615,1.04
"2410",811430,1,2191,961,954,2.27991675338189,1.00733752620545
"2411",811430,2,147,3,3,49,1
"2412",811490,1,23918,9475,9430,2.524327176781,1.00477200424178
"2413",811490,2,4244,209,156,20.3062200956938,1.33974358974359
"2414",811490,5,86,3,3,28.6666666666667,1
"2415",812111,1,11125,4250,4231,2.61764705882353,1.00449066414559
"2416",812112,1,230258,61745,61458,3.72917645153454,1.00466985583651
"2417",812113,1,81447,23423,23398,3.47722324211245,1.00106846739038
"2418",812113,2,7681,315,289,24.384126984127,1.08996539792388
"2419",812191,1,4688,1283,1241,3.6539360872954,1.03384367445608
"2420",812199,1,58479,17308,17140,3.37872660041599,1.0098016336056
"2421",812199,2,52216,2217,1548,23.552548488949,1.43217054263566
"2422",812210,1,58044,11463,10426,5.06359591729914,1.09946288125839
"2423",812220,1,12952,3681,3621,3.5186090736213,1.016570008285
"2424",812310,1,30812,9841,9549,3.1309826237171,1.03057911823228
"2425",812320,1,75596,17498,17164,4.32026517316265,1.0194593334887
"2426",812331,1,1865,332,323,5.61746987951807,1.02786377708978
"2427",812331,2,7092,157,151,45.171974522293,1.03973509933775
"2428",812332,1,1178,192,190,6.13541666666667,1.01052631578947
"2429",812332,2,5848,143,127,40.8951048951049,1.1259842519685
"2430",812910,1,67680,16265,16246,4.16108207808177,1.00116951865074
"2431",812910,2,27428,966,890,28.3933747412008,1.08539325842697
"2432",812921,1,1740,422,421,4.12322274881517,1.00237529691211
"2433",812921,2,1151,38,33,30.2894736842105,1.15151515151515
"2434",812922,1,357,135,132,2.64444444444444,1.02272727272727
"2435",812930,1,11958,2445,2349,4.89079754601227,1.04086845466156
"2436",812990,1,34982,14664,14612,2.38557010365521,1.00355871886121
"2437",812990,2,11923,473,356,25.2071881606765,1.32865168539326
"2438",812990,7,84,4,3,21,1.33333333333333
"2439",813110,1,741125,167053,167041,4.4364662711834,1.00007183865039
"2440",813110,2,592998,15590,15535,38.0370750481078,1.00354039266173
"2441",813110,3,228676,1471,1392,155.456152277362,1.05675287356322
"2442",813211,1,34184,10725,10680,3.18731934731935,1.00421348314607
"2443",813211,2,24301,812,677,29.9273399014778,1.19940915805022
"2444",813211,5,8371,36,27,232.527777777778,1.33333333333333
"2445",813211,6,321,23,19,13.9565217391304,1.21052631578947
"2446",813212,1,10332,2697,2682,3.83092324805339,1.00559284116331
"2447",813219,1,11108,3300,3293,3.36606060606061,1.00212572122684
"2448",813219,2,10990,340,274,32.3235294117647,1.24087591240876
"2449",813219,4,1437,11,11,130.636363636364,1
"2450",813311,1,11035,2569,2519,4.29544569871545,1.0198491464867
"2451",813311,2,10058,416,287,24.1778846153846,1.44947735191638
"2452",813312,1,25516,5445,5401,4.68613406795225,1.0081466395112
"2453",813312,2,24583,851,655,28.8871915393655,1.29923664122137
"2454",813319,1,22225,5802,5774,3.83057566356429,1.00484932455837
"2455",813319,2,16311,601,439,27.1397670549085,1.36902050113895
"2456",813410,1,99791,22707,22566,4.39472409389175,1.00624833820792
"2457",813410,2,66140,2484,1743,26.6264090177134,1.42512908777969
"2458",813910,1,51423,14529,14438,3.53933512285773,1.00630281202383
"2459",813910,2,33780,1166,914,28.9708404802744,1.27571115973742
"2460",813920,1,22225,5808,5791,3.82661845730028,1.00293558970817
"2461",813920,2,24696,723,626,34.1576763485477,1.15495207667732
"2462",813920,7,179,4,3,44.75,1.33333333333333
"2463",813930,1,65651,11881,11814,5.52571332379429,1.00567123751481
"2464",813930,2,45088,1493,1244,30.1995981245814,1.20016077170418
"2465",813940,1,5729,2238,2235,2.55987488829312,1.00134228187919
"2466",813940,2,3050,88,88,34.6590909090909,1
"2467",813940,3,306,3,3,102,1
"2468",813990,1,70575,18489,18481,3.81713451241279,1.00043287700882
"2469",813990,2,37152,1142,1092,32.5323992994746,1.04578754578755
