ORIG_CFS_AREA,DEST_CFS_AREA,orig_FAFID,dest_FAFID,Distance
04-99999,27-99999,49,279,1293.294118
04-99999,28-99999,49,280,1417.634146
04-99999,29-312,49,291,1026.566667
04-99999,29-476,49,292,1298.722222
04-99999,29-99999,49,299,1155.789474
04-99999,30-99999,49,300,924.52
04-99999,31-420,49,311,1005.222222
04-99999,31-99999,49,319,992.7
04-99999,32-332,49,321,125.9725086
04-99999,32-99999,49,329,571.9577465
04-99999,33-148,49,331,2258.133333
04-99999,33-99999,49,339,2177.666667
04-99999,34-408,49,341,2172.418182
04-99999,34-428,49,342,2140.375
04-99999,35-99999,49,350,375.75
04-99999,36-104,49,361,2169.222222
04-99999,36-160,49,362,2057.666667
04-99999,36-408,49,363,2162.261364
04-99999,36-464,49,364,2017.814815
04-99999,36-99999,49,369,2054.407407
04-99999,37-172,49,371,1843.5
04-99999,37-268,49,372,1822.911765
04-99999,37-450,49,373,2036.16129
04-99999,37-99999,49,379,1899.385965
04-99999,38-99999,49,380,1210.133333
04-99999,39-178,49,391,1696.529412
04-99999,39-184,49,392,1818.072727
04-99999,39-198,49,393,1724.25
04-99999,39-212,49,394,1721.8
04-99999,39-99999,49,399,1736.027027
04-99999,40-416,49,401,927.5357143
04-99999,40-538,49,402,993.3333333
04-99999,40-99999,49,409,928.5
04-99999,41-440,49,411,1072.064935
04-99999,41-99999,49,419,928.7910448
04-99999,42-408,49,423,2129.318182
04-99999,42-428,49,421,2154.790698
04-99999,42-430,49,422,1862.064516
04-99999,42-99999,49,429,2066.890411
04-99999,44-148,49,441,2255.75
04-99999,45-16700,49,451,1839
04-99999,45-273,49,452,1757.294118
04-99999,45-99999,49,459,1966.289474
04-99999,46-99999,49,460,1050.217391
04-99999,47-314,49,473,1679.833333
04-99999,47-368,49,471,1282.5
04-99999,47-400,49,472,1521.380952
04-99999,47-99999,49,479,1603.888889
04-99999,48-12420,49,481,946.0238095
04-99999,48-13140,49,482,1296.333333
04-99999,48-204,49,483,998.375
04-99999,48-206,49,484,964.9689441
04-99999,48-238,49,485,467.8823529
04-99999,48-288,49,486,1130.734177
04-99999,48-29700,49,487,1212.5
04-99999,48-41700,49,488,939.0666667
04-99999,48-99999,49,489,923.7734375
04-99999,49-482,49,491,496.7555556
04-99999,49-99999,49,499,339.4230769
04-99999,50-99999,49,500,2135.25
04-99999,51-40060,49,511,2070.933333
04-99999,51-47900,49,513,2007.142857
04-99999,51-545,49,512,2058.764706
04-99999,51-99999,49,519,1975.28125
04-99999,53-440,49,532,1053.833333
04-99999,53-500,49,531,1169.884892
04-99999,53-99999,49,539,1073.261538
04-99999,54-99999,49,540,1844.333333
04-99999,55-376,49,551,1443.956522
04-99999,55-99999,49,559,1413.245614
04-99999,56-99999,49,560,687.3103448
05-99999,01-142,50,11,418.3
05-99999,01-380,50,12,433.0895522
05-99999,01-99999,50,19,378.9857651
05-99999,02-99999,50,20,2431.5
05-99999,04-38060,50,41,1218.889868
05-99999,04-536,50,42,1079.337662
05-99999,04-99999,50,49,1140.511111
05-99999,05-99999,50,50,49.91569144
05-99999,06-260,50,65,1693.916667
05-99999,06-348,50,61,1548.596434
05-99999,06-41740,50,63,1518.821782
05-99999,06-472,50,62,1760.693182
05-99999,06-488,50,64,1790.738832
05-99999,06-99999,50,69,1693.647799
05-99999,08-216,50,81,835.102439
05-99999,08-99999,50,89,821.3846154
05-99999,09-25540,50,91,1260.403846
05-99999,09-408,50,92,1236.722222
05-99999,09-99999,50,99,1297.8
05-99999,10-428,50,101,1064.888889
05-99999,10-99999,50,109,981.2
05-99999,11-47900,50,111,937.8947368
05-99999,12-300,50,121,761.9846154
05-99999,12-370,50,122,1032.440529
05-99999,12-422,50,123,834.4736842
05-99999,12-45300,50,124,855.5723684
05-99999,12-99999,50,129,771.4444444
05-99999,13-122,50,131,530.5714286
05-99999,13-496,50,132,730.4347826
05-99999,13-99999,50,139,629.0434783
05-99999,16-99999,50,160,1463.172414
05-99999,17-176,50,171,581.0093284
05-99999,17-476,50,172,348.3692308
05-99999,17-99999,50,179,439.9007353
05-99999,18-176,50,181,603.1489362
05-99999,18-258,50,183,637.6346154
05-99999,18-294,50,182,558.1555556
05-99999,18-99999,50,189,521.9498607
05-99999,19-99999,50,190,541.3087558
05-99999,20-312,50,201,321.3445946
05-99999,20-556,50,202,365.6904762
05-99999,20-99999,50,209,388.015544
05-99999,21-178,50,211,535.5121951
05-99999,21-350,50,212,526.8790323
05-99999,21-99999,50,219,460.5791506
05-99999,22-12940,50,221,352.7676768
05-99999,22-324,50,222,355.96
05-99999,22-406,50,223,413.7230769
05-99999,22-99999,50,229,241.3438114
05-99999,23-99999,50,230,1380.829787
05-99999,24-12580,50,241,988.6276596
05-99999,24-47900,50,242,958.9824561
05-99999,24-99999,50,249,1039.363636
05-99999,25-148,50,251,1330.106742
05-99999,25-99999,50,259,1291.225806
05-99999,26-220,50,261,793.3690987
05-99999,26-266,50,262,718.325
05-99999,26-99999,50,269,746.920904
05-99999,27-378,50,271,750.1349693
05-99999,27-99999,50,279,819.6938776
05-99999,28-99999,50,280,253.5672083
05-99999,29-312,50,291,317.2344828
05-99999,29-476,50,292,317.6886447
05-99999,29-99999,50,299,166.8068068
05-99999,30-99999,50,300,1418.654545
05-99999,31-420,50,311,539.8474576
05-99999,31-99999,50,319,661.3396226
05-99999,32-332,50,321,1369.530612
05-99999,32-99999,50,329,1677.115385
05-99999,33-148,50,331,1412.843137
05-99999,33-99999,50,339,1305.545455
05-99999,34-408,50,341,1133.356643
05-99999,34-428,50,342,1075.337838
05-99999,35-99999,50,350,825.5876289
05-99999,36-104,50,361,1263.921053
05-99999,36-160,50,362,957.627451
05-99999,36-408,50,363,1169.933579
05-99999,36-464,50,364,1043.945946
05-99999,36-99999,50,369,1119.301075
05-99999,37-172,50,371,734.3305085
05-99999,37-268,50,372,769.2337662
05-99999,37-450,50,373,852.5164835
05-99999,37-99999,50,379,829.4820717
05-99999,38-99999,50,380,1046.333333
05-99999,39-178,50,391,622.5876289
05-99999,39-184,50,392,811.2261307
05-99999,39-198,50,393,695.6267606
05-99999,39-212,50,394,600.6507937
05-99999,39-99999,50,399,756.601227
05-99999,40-416,50,401,259.2149123
05-99999,40-538,50,402,165.6796537
05-99999,40-99999,50,409,166.529595
05-99999,41-440,50,411,1981.056604
05-99999,41-99999,50,419,1919.180328
05-99999,42-408,50,423,1099.41791
05-99999,42-428,50,421,1084.316239
05-99999,42-430,50,422,869.4031008
05-99999,42-99999,50,429,988.3040293
05-99999,44-148,50,441,1306.923077
05-99999,45-16700,50,451,815.2142857
05-99999,45-273,50,452,633.6321839
05-99999,45-99999,50,459,733.5877863
05-99999,46-99999,50,460,753.4375
05-99999,47-314,50,473,535.5538462
05-99999,47-368,50,471,133.3603083
05-99999,47-400,50,472,374.4
05-99999,47-99999,50,479,355.3774194
05-99999,48-12420,50,481,484.0148148
05-99999,48-13140,50,482,371.8275862
05-99999,48-204,50,483,653.7096774
05-99999,48-206,50,484,318.9721871
05-99999,48-238,50,485,962.688172
05-99999,48-288,50,486,442.0957684
05-99999,48-29700,50,487,770.7272727
05-99999,48-41700,50,488,576.3879781
05-99999,48-99999,50,489,366.2437158
05-99999,49-482,50,491,1308.310924
05-99999,49-99999,50,499,1278.88
05-99999,50-99999,50,500,1269.380952
05-99999,51-40060,50,511,969.3285714
05-99999,51-47900,50,513,928.7246377
05-99999,51-545,50,512,975.462963
05-99999,51-99999,50,519,809.8241758
05-99999,53-440,50,532,1986.75
05-99999,53-500,50,531,2050.491124
05-99999,53-99999,50,539,1793.137931
05-99999,54-99999,50,540,764.875
05-99999,55-376,50,551,657.7054264
05-99999,55-99999,50,559,732.3735849
05-99999,56-99999,50,560,1044.16
06-260,01-142,65,11,1966.25
06-260,01-380,65,12,2083
06-260,01-99999,65,19,1974.722222
06-260,02-99999,65,20,2107.8
06-260,04-38060,65,41,546.7038627
06-260,04-536,65,42,650.6530612
06-260,04-99999,65,49,479.5970149
06-260,05-99999,65,50,1646.321429
06-260,06-260,65,65,12.91002536
06-260,06-348,65,61,229.1703297
06-260,06-41740,65,63,314.9401709
06-260,06-472,65,62,177.2781609
06-260,06-488,65,64,156.0737387
06-260,06-99999,65,69,79.65764605
06-260,08-216,65,81,1011.6
06-260,08-99999,65,89,878.1836735
06-260,10-428,65,101,2385.25
06-260,10-99999,65,109,2424
06-260,11-47900,65,111,2307.5
06-260,12-300,65,121,2232.166667
06-260,12-370,65,122,2426.075472
06-260,12-422,65,123,2281.625
06-260,12-45300,65,124,2242
06-260,12-99999,65,129,2241.034483
06-260,13-122,65,131,2137.1
06-260,13-496,65,132,2202.6
06-260,13-99999,65,139,2198.473684
06-260,15-99999,65,159,2443
06-260,16-99999,65,160,691.7941176
06-260,17-176,65,171,1859.495798
06-260,17-476,65,172,1701.222222
06-260,17-99999,65,179,1886.825
06-260,18-176,65,181,1999.6
06-260,18-258,65,183,2081.5
06-260,18-294,65,182,1962.083333
06-260,18-99999,65,189,1946.571429
06-260,19-99999,65,190,1664.810811
06-260,20-312,65,201,1473.692308
06-260,20-556,65,202,1348.571429
06-260,20-99999,65,209,1324
06-260,21-178,65,211,2074.714286
06-260,21-350,65,212,2013.411765
06-260,21-99999,65,219,2026.8
06-260,22-12940,65,221,1814
06-260,22-324,65,222,1757.5
06-260,22-406,65,223,1973.8
06-260,22-99999,65,229,1656.777778
06-260,24-12580,65,241,2333.045455
06-260,24-47900,65,242,2318.333333
06-260,24-99999,65,249,2296
06-260,26-220,65,261,2155.916667
06-260,26-266,65,262,1996.214286
06-260,26-99999,65,269,2043.25
06-260,27-378,65,271,1804.351351
06-260,27-99999,65,279,1784.56
06-260,28-99999,65,280,1868.6875
06-260,29-312,65,291,1582.541667
06-260,29-476,65,292,1751.37037
06-260,29-99999,65,299,1609.447368
06-260,30-99999,65,300,917.425
06-260,31-420,65,311,1419.083333
06-260,31-99999,65,319,1396.545455
06-260,32-332,65,321,310
06-260,32-99999,65,329,249.4488189
06-260,34-408,65,341,2436.714286
06-260,34-428,65,342,2414
06-260,35-99999,65,350,861.775
06-260,36-104,65,361,2442.8
06-260,36-160,65,362,2191.727273
06-260,36-408,65,363,2454.142857
06-260,36-464,65,364,2247.875
06-260,36-99999,65,369,2339.769231
06-260,37-172,65,371,2170.75
06-260,37-268,65,372,2199
06-260,37-450,65,373,2266.454545
06-260,37-99999,65,379,2263.555556
06-260,38-99999,65,380,1460.692308
06-260,39-178,65,391,2036.423077
06-260,39-184,65,392,2079.235294
06-260,39-198,65,393,2134.727273
06-260,39-212,65,394,2029.5
06-260,39-99999,65,399,2079.409091
06-260,40-416,65,401,1330.304348
06-260,40-538,65,402,1484.421053
06-260,40-99999,65,409,1424.294118
06-260,41-440,65,411,680.7630058
06-260,41-99999,65,419,541.7411765
06-260,42-408,65,423,2377.714286
06-260,42-428,65,421,2391.681818
06-260,42-430,65,422,2155.818182
06-260,42-99999,65,429,2305.392857
06-260,45-16700,65,451,2255
06-260,45-273,65,452,2091.181818
06-260,45-99999,65,459,2187.25
06-260,46-99999,65,460,1258.25
06-260,47-314,65,473,2036.133333
06-260,47-368,65,471,1862.909091
06-260,47-400,65,472,1977.473684
06-260,47-99999,65,479,1990.571429
06-260,48-12420,65,481,1417
06-260,48-13140,65,482,1646.666667
06-260,48-204,65,483,1468.285714
06-260,48-206,65,484,1446.235669
06-260,48-238,65,485,950.2307692
06-260,48-288,65,486,1601.989474
06-260,48-29700,65,487,1603.15
06-260,48-41700,65,488,1451.428571
06-260,48-99999,65,489,1330.237705
06-260,49-482,65,491,645.2173913
06-260,49-99999,65,499,527.0285714
06-260,51-40060,65,511,2304
06-260,51-47900,65,513,2292.909091
06-260,51-545,65,512,2374.5
06-260,51-99999,65,519,2235.933333
06-260,53-440,65,532,680.6666667
06-260,53-500,65,531,846.0147601
06-260,53-99999,65,539,811.125
06-260,54-99999,65,540,2226.25
06-260,55-376,65,551,1905.482759
06-260,55-99999,65,559,1898.769231
06-260,56-99999,65,560,935.92
06-348,01-142,61,11,1871.831804
06-348,01-380,61,12,1860.050505
06-348,01-99999,61,19,1872.341414
06-348,02-99999,61,20,2256.094488
06-348,04-38060,61,41,355.232232
06-348,04-536,61,42,446.6472772
06-348,04-99999,61,49,335.2831241
06-348,05-99999,61,50,1489.960184
06-348,06-260,61,65,236.3037037
06-348,06-348,61,61,26.45380756
06-348,06-41740,61,63,97.47524371
06-348,06-472,61,62,397.7825855
06-348,06-488,61,64,361.3994138
06-348,06-99999,61,69,223.7620509
06-348,08-216,61,81,895.4676339
06-348,08-99999,61,89,841.6183575
06-348,09-25540,61,91,2436.6
06-348,09-408,61,92,2444.823529
06-348,10-428,61,101,2357.589147
06-348,10-99999,61,109,2376.967742
06-348,11-47900,61,111,2283.42735
06-348,12-300,61,121,2219.251969
06-348,12-370,61,122,2311.61075
06-348,12-422,61,123,2182.182209
06-348,12-45300,61,124,2142.735433
06-348,12-99999,61,129,2136.286466
06-348,13-122,61,131,2033.801061
06-348,13-496,61,132,2214.91573
06-348,13-99999,61,139,2087.952984
06-348,15-99999,61,159,2451.2
06-348,16-99999,61,160,799.2781641
06-348,17-176,61,171,1814.397535
06-348,17-476,61,172,1635.440945
06-348,17-99999,61,179,1729.11442
06-348,18-176,61,181,1833.086207
06-348,18-258,61,183,1937.806283
06-348,18-294,61,182,1896.145028
06-348,18-99999,61,189,1881.06446
06-348,19-99999,61,190,1592.610309
06-348,20-312,61,201,1447.275785
06-348,20-556,61,202,1302.843061
06-348,20-99999,61,209,1303.599222
06-348,21-178,61,211,1956.77512
06-348,21-350,61,212,1893.573668
06-348,21-99999,61,219,1919.55122
06-348,22-12940,61,221,1630.5
06-348,22-324,61,222,1535.617021
06-348,22-406,61,223,1705.103245
06-348,22-99999,61,229,1561.614973
06-348,24-12580,61,241,2308.25
06-348,24-47900,61,242,2289.829322
06-348,24-99999,61,249,2315.761062
06-348,25-99999,61,259,2444.166667
06-348,26-220,61,261,2047.530686
06-348,26-266,61,262,1935.204334
06-348,26-99999,61,269,1994.933858
06-348,27-378,61,271,1639.516693
06-348,27-99999,61,279,1641.606436
06-348,28-99999,61,280,1705.985294
06-348,29-312,61,291,1431.309278
06-348,29-476,61,292,1646.803254
06-348,29-99999,61,299,1511.636564
06-348,30-99999,61,300,1035.892272
06-348,31-420,61,311,1383.210046
06-348,31-99999,61,319,1246.328947
06-348,32-332,61,321,236.2902824
06-348,32-99999,61,329,449.7585106
06-348,34-408,61,341,2420.311248
06-348,34-428,61,342,2392.090659
06-348,35-99999,61,350,714.3552068
06-348,36-104,61,361,2434.55303
06-348,36-160,61,362,2191.253731
06-348,36-408,61,363,2438.194665
06-348,36-464,61,364,2250.034884
06-348,36-99999,61,369,2329.22108
06-348,37-172,61,371,2191.514085
06-348,37-268,61,372,2189.627737
06-348,37-450,61,373,2212.267559
06-348,37-99999,61,379,2211.105714
06-348,38-99999,61,380,1482.801762
06-348,39-178,61,391,1978.94697
06-348,39-184,61,392,2128.765586
06-348,39-198,61,393,2081.919355
06-348,39-212,61,394,2035.121662
06-348,39-99999,61,399,2080.094142
06-348,40-416,61,401,1219.992147
06-348,40-538,61,402,1320.884393
06-348,40-99999,61,409,1268.54359
06-348,41-440,61,411,895.4216603
06-348,41-99999,61,419,789.3338369
06-348,42-408,61,423,2365.921053
06-348,42-428,61,421,2371.90146
06-348,42-430,61,422,2198.473588
06-348,42-99999,61,429,2283.930751
06-348,45-16700,61,451,2185.109091
06-348,45-273,61,452,2094.419872
06-348,45-99999,61,459,2191.863535
06-348,46-99999,61,460,1329.202073
06-348,47-314,61,473,2009.252475
06-348,47-368,61,471,1686.800995
06-348,47-400,61,472,1842.620939
06-348,47-99999,61,479,1929.109312
06-348,48-12420,61,481,1254.951282
06-348,48-13140,61,482,1526.065327
06-348,48-204,61,483,1337.659794
06-348,48-206,61,484,1298.409172
06-348,48-238,61,485,738.8178439
06-348,48-288,61,486,1415.75747
06-348,48-29700,61,487,1354.278226
06-348,48-41700,61,488,1237.883186
06-348,48-99999,61,489,1258.869626
06-348,49-482,61,491,626.6311853
06-348,49-99999,61,499,472.030303
06-348,50-99999,61,500,2450.071429
06-348,51-40060,61,511,2273.281853
06-348,51-47900,61,513,2267.369732
06-348,51-545,61,512,2344.64311
06-348,51-99999,61,519,2214.354396
06-348,53-440,61,532,913.4240838
06-348,53-500,61,531,1040.215488
06-348,53-99999,61,539,1025.151586
06-348,54-99999,61,540,2141.988417
06-348,55-376,61,551,1830.99
06-348,55-99999,61,559,1776.48702
06-348,56-99999,61,560,925.4230769
06-41740,01-142,63,11,1831.75
06-41740,01-380,63,12,1804.2
06-41740,01-99999,63,19,1836.345794
06-41740,02-99999,63,20,2291.45
06-41740,04-38060,63,41,324.5021097
06-41740,04-536,63,42,383.6708861
06-41740,04-99999,63,49,313.3714286
06-41740,05-99999,63,50,1452.333333
06-41740,06-260,63,65,318.1298701
06-41740,06-348,63,61,89.67772083
06-41740,06-41740,63,63,15.70860156
06-41740,06-472,63,62,480.6648936
06-41740,06-488,63,64,442.0201699
06-41740,06-99999,63,69,269.378882
06-41740,08-216,63,81,889.3983402
06-41740,08-99999,63,89,844.2
06-41740,09-408,63,92,2448.894737
06-41740,10-428,63,101,2336.9
06-41740,10-99999,63,109,2360.533333
06-41740,11-47900,63,111,2266.105263
06-41740,12-300,63,121,2159.133333
06-41740,12-370,63,122,2259.298755
06-41740,12-422,63,123,2198.538462
06-41740,12-45300,63,124,2125.157143
06-41740,12-99999,63,129,2084.054795
06-41740,13-122,63,131,1943.949853
06-41740,13-496,63,132,2154.388889
06-41740,13-99999,63,139,2015.064935
06-41740,16-99999,63,160,856
06-41740,17-176,63,171,1779.683673
06-41740,17-476,63,172,1628.466667
06-41740,17-99999,63,179,1706.752809
06-41740,18-176,63,181,1755.421053
06-41740,18-258,63,183,1928.692308
06-41740,18-294,63,182,1845.333333
06-41740,18-99999,63,189,1828.91358
06-41740,19-99999,63,190,1552.621212
06-41740,20-312,63,201,1386.298246
06-41740,20-556,63,202,1306.364706
06-41740,20-99999,63,209,1229.138889
06-41740,21-178,63,211,1970.266667
06-41740,21-350,63,212,1876.818182
06-41740,21-99999,63,219,1920.679487
06-41740,22-12940,63,221,1581.863636
06-41740,22-324,63,222,1453.571429
06-41740,22-406,63,223,1638.220339
06-41740,22-99999,63,229,1492.761194
06-41740,24-12580,63,241,2285.553333
06-41740,24-47900,63,242,2263.431373
06-41740,24-99999,63,249,2328.055556
06-41740,25-99999,63,259,2453.666667
06-41740,26-220,63,261,2025.308081
06-41740,26-266,63,262,1934.065574
06-41740,26-99999,63,269,2015.419048
06-41740,27-378,63,271,1609.177665
06-41740,27-99999,63,279,1575.647059
06-41740,28-99999,63,280,1665.826087
06-41740,29-312,63,291,1386.464789
06-41740,29-476,63,292,1601.801136
06-41740,29-99999,63,299,1521.676056
06-41740,30-99999,63,300,1042.549296
06-41740,31-420,63,311,1349.636364
06-41740,31-99999,63,319,1289.333333
06-41740,32-332,63,321,277.6
06-41740,32-99999,63,329,521
06-41740,34-408,63,341,2406.808511
06-41740,34-428,63,342,2373.122807
06-41740,35-99999,63,350,692.2190476
06-41740,36-104,63,361,2428.075
06-41740,36-160,63,362,2175.939394
06-41740,36-408,63,363,2426.560694
06-41740,36-464,63,364,2244.333333
06-41740,36-99999,63,369,2303.233766
06-41740,37-172,63,371,2145.611765
06-41740,37-268,63,372,2108.77193
06-41740,37-450,63,373,2183.25
06-41740,37-99999,63,379,2185.661017
06-41740,38-99999,63,380,1428.515152
06-41740,39-178,63,391,1959.793814
06-41740,39-184,63,392,2077.07619
06-41740,39-198,63,393,2037.622951
06-41740,39-212,63,394,1965
06-41740,39-99999,63,399,2066.738095
06-41740,40-416,63,401,1185.378378
06-41740,40-538,63,402,1303.980769
06-41740,40-99999,63,409,1140.392857
06-41740,41-440,63,411,944.4229075
06-41740,41-99999,63,419,879.12
06-41740,42-408,63,423,2343.928571
06-41740,42-428,63,421,2355.330769
06-41740,42-430,63,422,2131.152941
06-41740,42-99999,63,429,2268.463768
06-41740,45-16700,63,451,2176.181818
06-41740,45-273,63,452,2098.77193
06-41740,45-99999,63,459,2202.208955
06-41740,46-99999,63,460,1390.216216
06-41740,47-314,63,473,1966.136364
06-41740,47-368,63,471,1609.507463
06-41740,47-400,63,472,1843.9
06-41740,47-99999,63,479,1907.229885
06-41740,48-12420,63,481,1200.786325
06-41740,48-13140,63,482,1478.538462
06-41740,48-204,63,483,1239.647059
06-41740,48-206,63,484,1239.63125
